VTX, IDX, Vertex_Position.x, Vertex_Position.y, Vertex_Position.z, Vertex_UV.x, Vertex_UV.y
2020, 412, -1161.09753, -312.86874,  1598.11353,  0.20605,  0.68115
2021, 350, -1118.0343, -618.03394,  1538.84204,  0.21692,  0.75146
2022, 409, -1598.11365, -312.86874,  1161.09753,  0.09546,  0.65234
2023, 411, -1618.03442,  0.00,  1175.57068,  0.09039,  0.57666
2024, 412, -1161.09753, -312.86874,  1598.11353,  0.20605,  0.68115
2025, 350, -1118.0343, -618.03394,  1538.84204,  0.21692,  0.75146
2026, 412, -1161.09753, -312.86874,  1598.11353,  0.20605,  0.68115
2027, 413, -587.7854, -618.03394,  1809.01733,  0.35107,  0.76953
2028, 350, -1118.0343, -618.03394,  1538.84204,  0.21692,  0.75146
2029, 413, -587.7854, -618.03394,  1809.01733,  0.35107,  0.76953
2030, 348, -550.67242, -907.98102,  1694.79541,  0.3606,  0.83301
2031, 411, -1618.03442,  0.00,  1175.57068,  0.09039,  0.57666
2032, 414, -1175.57068,  0.00,  1618.0343,  0.20239,  0.60596
2033, 412, -1161.09753, -312.86874,  1598.11353,  0.20605,  0.68115
2034, 412, -1161.09753, -312.86874,  1598.11353,  0.20605,  0.68115
2035, 415, -610.42511, -312.86874,  1878.69519,  0.34546,  0.69922
2036, 413, -587.7854, -618.03394,  1809.01733,  0.35107,  0.76953
2037, 412, -1161.09753, -312.86874,  1598.11353,  0.20605,  0.68115
2038, 414, -1175.57068,  0.00,  1618.0343,  0.20239,  0.60596
2039, 415, -610.42511, -312.86874,  1878.69519,  0.34546,  0.69922
2040, 410, -1897.95264,  164.8273,  616.68219,  0.01959,  0.50
2041, 416, -1614.49487,  164.82732,  1172.99927,  0.09131,  0.53613
2042, 411, -1618.03442,  0.00,  1175.57068,  0.09039,  0.57666
2043, 411, -1618.03442,  0.00,  1175.57068,  0.09039,  0.57666
2044, 416, -1614.49487,  164.82732,  1172.99927,  0.09131,  0.53613
2045, 414, -1175.57068,  0.00,  1618.0343,  0.20239,  0.60596
2046, 416, -1614.49487,  164.82732,  1172.99927,  0.09131,  0.53613
2047, 410, -1897.95264,  164.8273,  616.68219,  0.01959,  0.50
2048, 417, -1598.11365,  312.86874,  1161.09753,  0.09546,  0.49951
2049, 410, -1897.95264,  164.8273,  616.68219,  0.01959,  0.50
2050, 404, -1878.69531,  312.86874,  610.42511,  0.02446,  0.46338
2051, 417, -1598.11365,  312.86874,  1161.09753,  0.09546,  0.49951
2052, 416, -1614.49487,  164.82732,  1172.99927,  0.09131,  0.53613
2053, 418, -1172.99915,  164.82733,  1614.49463,  0.203,  0.56543
2054, 414, -1175.57068,  0.00,  1618.0343,  0.20239,  0.60596
2055, 404, -1878.69531,  312.86874,  610.42511,  0.02446,  0.46338
2056, 419, -1809.01758,  618.03394,  587.7854,  0.04208,  0.38721
2057, 417, -1598.11365,  312.86874,  1161.09753,  0.09546,  0.49951
2058, 401, -1902.11353,  618.03394,  0.00,  0.01854,  0.34888
2059, 419, -1809.01758,  618.03394,  587.7854,  0.04208,  0.38721
2060, 404, -1878.69531,  312.86874,  610.42511,  0.02446,  0.46338
2061, 401, -1902.11353,  618.03394,  0.00,  0.01854,  0.34888
2062, 400, -1782.01355,  907.98102,  0.00,  0.04892,  0.27783
2063, 419, -1809.01758,  618.03394,  587.7854,  0.04208,  0.38721
2064, 416, -1614.49487,  164.82732,  1172.99927,  0.09131,  0.53613
2065, 417, -1598.11365,  312.86874,  1161.09753,  0.09546,  0.49951
2066, 420, -1161.09753,  312.86874,  1598.11353,  0.20605,  0.52783
2067, 418, -1172.99915,  164.82733,  1614.49463,  0.203,  0.56543
2068, 416, -1614.49487,  164.82732,  1172.99927,  0.09131,  0.53613
2069, 420, -1161.09753,  312.86874,  1598.11353,  0.20605,  0.52783
2070, 419, -1809.01758,  618.03394,  587.7854,  0.04208,  0.38721
2071, 421, -1538.84216,  618.03394,  1118.0343,  0.11047,  0.42212
2072, 417, -1598.11365,  312.86874,  1161.09753,  0.09546,  0.49951
2073, 417, -1598.11365,  312.86874,  1161.09753,  0.09546,  0.49951
2074, 421, -1538.84216,  618.03394,  1118.0343,  0.11047,  0.42212
2075, 420, -1161.09753,  312.86874,  1598.11353,  0.20605,  0.52783
2076, 400, -1782.01355,  907.98102,  0.00,  0.04892,  0.27783
2077, 422, -1694.79565,  907.98102,  550.67242,  0.07098,  0.31396
2078, 419, -1809.01758,  618.03394,  587.7854,  0.04208,  0.38721
2079, 419, -1809.01758,  618.03394,  587.7854,  0.04208,  0.38721
2080, 422, -1694.79565,  907.98102,  550.67242,  0.07098,  0.31396
2081, 421, -1538.84216,  618.03394,  1118.0343,  0.11047,  0.42212
2082, 400, -1782.01355,  907.98102,  0.00,  0.04892,  0.27783
2083, 399, -1618.03442,  1175.57043,  0.00,  0.09039,  0.21252
2084, 422, -1694.79565,  907.98102,  550.67242,  0.07098,  0.31396
2085, 399, -1618.03442,  1175.57043,  0.00,  0.09039,  0.21252
2086, 423, -1538.84216,  1175.57043,  500.00012,  0.11047,  0.24524
2087, 422, -1694.79565,  907.98102,  550.67242,  0.07098,  0.31396
2088, 399, -1618.03442,  1175.57043,  0.00,  0.09039,  0.21252
2089, 234, -1414.21387,  1414.2135,  0.00,  0.14197,  0.15417
2090, 423, -1538.84216,  1175.57043,  500.00012,  0.11047,  0.24524
2091, 234, -1414.21387,  1414.2135,  0.00,  0.14197,  0.15417
2092, 228, -1344.99744,  1414.2135,  437.01611,  0.15955,  0.18286
2093, 423, -1538.84216,  1175.57043,  500.00012,  0.11047,  0.24524
2094, 423, -1538.84216,  1175.57043,  500.00012,  0.11047,  0.24524
2095, 228, -1344.99744,  1414.2135,  437.01611,  0.15955,  0.18286
2096, 229, -1309.01733,  1175.57043,  951.0567,  0.16858,  0.27466
2097, 422, -1694.79565,  907.98102,  550.67242,  0.07098,  0.31396
2098, 423, -1538.84216,  1175.57043,  500.00012,  0.11047,  0.24524
2099, 424, -1441.6792,  907.98102,  1047.44128,  0.13501,  0.34644
2100, 423, -1538.84216,  1175.57043,  500.00012,  0.11047,  0.24524
2101, 229, -1309.01733,  1175.57043,  951.0567,  0.16858,  0.27466
2102, 424, -1441.6792,  907.98102,  1047.44128,  0.13501,  0.34644
2103, 422, -1694.79565,  907.98102,  550.67242,  0.07098,  0.31396
2104, 424, -1441.6792,  907.98102,  1047.44128,  0.13501,  0.34644
2105, 421, -1538.84216,  618.03394,  1118.0343,  0.11047,  0.42212
2106, 424, -1441.6792,  907.98102,  1047.44128,  0.13501,  0.34644
2107, 229, -1309.01733,  1175.57043,  951.0567,  0.16858,  0.27466
2108, 232, -1047.44128,  907.98102,  1441.67908,  0.23486,  0.37231
2109, 421, -1538.84216,  618.03394,  1118.0343,  0.11047,  0.42212
2110, 424, -1441.6792,  907.98102,  1047.44128,  0.13501,  0.34644
2111, 425, -1118.0343,  618.03394,  1538.84204,  0.21692,  0.44971
2112, 424, -1441.6792,  907.98102,  1047.44128,  0.13501,  0.34644
2113, 232, -1047.44128,  907.98102,  1441.67908,  0.23486,  0.37231
2114, 425, -1118.0343,  618.03394,  1538.84204,  0.21692,  0.44971
2115, 421, -1538.84216,  618.03394,  1118.0343,  0.11047,  0.42212
2116, 425, -1118.0343,  618.03394,  1538.84204,  0.21692,  0.44971
2117, 420, -1161.09753,  312.86874,  1598.11353,  0.20605,  0.52783
2118, 425, -1118.0343,  618.03394,  1538.84204,  0.21692,  0.44971
2119, 232, -1047.44128,  907.98102,  1441.67908,  0.23486,  0.37231
2120, 426, -587.7854,  618.03394,  1809.01733,  0.35107,  0.46729
2121, 232, -1047.44128,  907.98102,  1441.67908,  0.23486,  0.37231
2122, 230, -550.67242,  907.98102,  1694.79541,  0.3606,  0.38892
2123, 426, -587.7854,  618.03394,  1809.01733,  0.35107,  0.46729
2124, 420, -1161.09753,  312.86874,  1598.11353,  0.20605,  0.52783
2125, 425, -1118.0343,  618.03394,  1538.84204,  0.21692,  0.44971
2126, 427, -610.42511,  312.86874,  1878.69519,  0.34546,  0.54639
2127, 425, -1118.0343,  618.03394,  1538.84204,  0.21692,  0.44971
2128, 426, -587.7854,  618.03394,  1809.01733,  0.35107,  0.46729
2129, 427, -610.42511,  312.86874,  1878.69519,  0.34546,  0.54639
2130, 420, -1161.09753,  312.86874,  1598.11353,  0.20605,  0.52783
2131, 427, -610.42511,  312.86874,  1878.69519,  0.34546,  0.54639
2132, 428, -616.68219,  164.82732,  1897.95251,  0.34375,  0.58398
2133, 418, -1172.99915,  164.82733,  1614.49463,  0.203,  0.56543
2134, 420, -1161.09753,  312.86874,  1598.11353,  0.20605,  0.52783
2135, 428, -616.68219,  164.82732,  1897.95251,  0.34375,  0.58398
2136, 427, -610.42511,  312.86874,  1878.69519,  0.34546,  0.54639
2137, 426, -587.7854,  618.03394,  1809.01733,  0.35107,  0.46729
2138, 429, -0.00006,  312.86874,  1975.37695,  0.50,  0.55273
2139, 428, -616.68219,  164.82732,  1897.95251,  0.34375,  0.58398
2140, 427, -610.42511,  312.86874,  1878.69519,  0.34546,  0.54639
2141, 429, -0.00006,  312.86874,  1975.37695,  0.50,  0.55273
2142, 426, -587.7854,  618.03394,  1809.01733,  0.35107,  0.46729
2143, 230, -550.67242,  907.98102,  1694.79541,  0.3606,  0.38892
2144, 430, -0.00006,  618.03394,  1902.11328,  0.50,  0.47339
2145, 426, -587.7854,  618.03394,  1809.01733,  0.35107,  0.46729
2146, 430, -0.00006,  618.03394,  1902.11328,  0.50,  0.47339
2147, 429, -0.00006,  312.86874,  1975.37695,  0.50,  0.55273
2148, 418, -1172.99915,  164.82733,  1614.49463,  0.203,  0.56543
2149, 428, -616.68219,  164.82732,  1897.95251,  0.34375,  0.58398
2150, 431, -618.03412,  0.00,  1902.11328,  0.34351,  0.62451
2151, 414, -1175.57068,  0.00,  1618.0343,  0.20239,  0.60596
2152, 418, -1172.99915,  164.82733,  1614.49463,  0.203,  0.56543
2153, 431, -618.03412,  0.00,  1902.11328,  0.34351,  0.62451
2154, 414, -1175.57068,  0.00,  1618.0343,  0.20239,  0.60596
2155, 431, -618.03412,  0.00,  1902.11328,  0.34351,  0.62451
2156, 415, -610.42511, -312.86874,  1878.69519,  0.34546,  0.69922
2157, 432, -0.00006,  164.82732,  1995.625,  0.50,  0.59033
2158, 428, -616.68219,  164.82732,  1897.95251,  0.34375,  0.58398
2159, 429, -0.00006,  312.86874,  1975.37695,  0.50,  0.55273
2160, 431, -618.03412,  0.00,  1902.11328,  0.34351,  0.62451
2161, 428, -616.68219,  164.82732,  1897.95251,  0.34375,  0.58398
2162, 433, -0.00006,  0.00,  2000.00024,  0.50,  0.63086
2163, 428, -616.68219,  164.82732,  1897.95251,  0.34375,  0.58398
2164, 432, -0.00006,  164.82732,  1995.625,  0.50,  0.59033
2165, 433, -0.00006,  0.00,  2000.00024,  0.50,  0.63086
2166, 415, -610.42511, -312.86874,  1878.69519,  0.34546,  0.69922
2167, 431, -618.03412,  0.00,  1902.11328,  0.34351,  0.62451
2168, 434, -0.00006, -312.86874,  1975.37695,  0.50,  0.70557
2169, 431, -618.03412,  0.00,  1902.11328,  0.34351,  0.62451
2170, 433, -0.00006,  0.00,  2000.00024,  0.50,  0.63086
2171, 434, -0.00006, -312.86874,  1975.37695,  0.50,  0.70557
2172, 415, -610.42511, -312.86874,  1878.69519,  0.34546,  0.69922
2173, 434, -0.00006, -312.86874,  1975.37695,  0.50,  0.70557
2174, 435, -0.00006, -618.03394,  1902.11328,  0.50,  0.77539
2175, 413, -587.7854, -618.03394,  1809.01733,  0.35107,  0.76953
2176, 415, -610.42511, -312.86874,  1878.69519,  0.34546,  0.69922
2177, 435, -0.00006, -618.03394,  1902.11328,  0.50,  0.77539
2178, 434, -0.00006, -312.86874,  1975.37695,  0.50,  0.70557
2179, 433, -0.00006,  0.00,  2000.00024,  0.50,  0.63086
2180, 436,  610.42493, -312.86874,  1878.69519,  0.6543,  0.69922
2181, 413, -587.7854, -618.03394,  1809.01733,  0.35107,  0.76953
2182, 435, -0.00006, -618.03394,  1902.11328,  0.50,  0.77539
2183, 437, -0.00005, -907.98102,  1782.01331,  0.50,  0.83838
2184, 348, -550.67242, -907.98102,  1694.79541,  0.3606,  0.83301
2185, 413, -587.7854, -618.03394,  1809.01733,  0.35107,  0.76953
2186, 437, -0.00005, -907.98102,  1782.01331,  0.50,  0.83838
2187, 435, -0.00006, -618.03394,  1902.11328,  0.50,  0.77539
2188, 434, -0.00006, -312.86874,  1975.37695,  0.50,  0.70557
2189, 438,  587.78522, -618.03394,  1809.01721,  0.64844,  0.76953
2190, 434, -0.00006, -312.86874,  1975.37695,  0.50,  0.70557
2191, 436,  610.42493, -312.86874,  1878.69519,  0.6543,  0.69922
2192, 438,  587.78522, -618.03394,  1809.01721,  0.64844,  0.76953
2193, 437, -0.00005, -907.98102,  1782.01331,  0.50,  0.83838
2194, 435, -0.00006, -618.03394,  1902.11328,  0.50,  0.77539
2195, 439,  550.6723, -907.98102,  1694.79529,  0.63916,  0.83301
2196, 435, -0.00006, -618.03394,  1902.11328,  0.50,  0.77539
2197, 438,  587.78522, -618.03394,  1809.01721,  0.64844,  0.76953
2198, 439,  550.6723, -907.98102,  1694.79529,  0.63916,  0.83301
2199, 348, -550.67242, -907.98102,  1694.79541,  0.3606,  0.83301
2200, 437, -0.00005, -907.98102,  1782.01331,  0.50,  0.83838
2201, 440, -0.00005, -1175.57043,  1618.0343,  0.50,  0.89307
2202, 344, -500.00012, -1175.57043,  1538.84192,  0.37329,  0.88818
2203, 348, -550.67242, -907.98102,  1694.79541,  0.3606,  0.83301
2204, 440, -0.00005, -1175.57043,  1618.0343,  0.50,  0.89307
2205, 344, -500.00012, -1175.57043,  1538.84192,  0.37329,  0.88818
2206, 440, -0.00005, -1175.57043,  1618.0343,  0.50,  0.89307
2207, 343, -0.00004, -1414.2135,  1414.21362,  0.50,  0.93799
2208, 440, -0.00005, -1175.57043,  1618.0343,  0.50,  0.89307
2209, 437, -0.00005, -907.98102,  1782.01331,  0.50,  0.83838
2210, 441,  499.99997, -1175.57043,  1538.84192,  0.62646,  0.88818
2211, 437, -0.00005, -907.98102,  1782.01331,  0.50,  0.83838
2212, 439,  550.6723, -907.98102,  1694.79529,  0.63916,  0.83301
2213, 441,  499.99997, -1175.57043,  1538.84192,  0.62646,  0.88818
2214, 343, -0.00004, -1414.2135,  1414.21362,  0.50,  0.93799
2215, 440, -0.00005, -1175.57043,  1618.0343,  0.50,  0.89307
2216, 442,  437.01599, -1414.2135,  1344.99719,  0.61035,  0.93359
2217, 440, -0.00005, -1175.57043,  1618.0343,  0.50,  0.89307
2218, 441,  499.99997, -1175.57043,  1538.84192,  0.62646,  0.88818
2219, 442,  437.01599, -1414.2135,  1344.99719,  0.61035,  0.93359
2220, 343, -0.00004, -1414.2135,  1414.21362,  0.50,  0.93799
2221, 442,  437.01599, -1414.2135,  1344.99719,  0.61035,  0.93359
2222, 87,  363.27124, -1618.03406,  1118.03418,  0.5918,  0.96875
2223, 441,  499.99997, -1175.57043,  1538.84192,  0.62646,  0.88818
2224, 439,  550.6723, -907.98102,  1694.79529,  0.63916,  0.83301
2225, 443,  951.05652, -1175.57043,  1309.01709,  0.74072,  0.87305
2226, 87,  363.27124, -1618.03406,  1118.03418,  0.5918,  0.96875
2227, 442,  437.01599, -1414.2135,  1344.99719,  0.61035,  0.93359
2228, 444,  690.98297, -1618.03406,  951.05658,  0.6748,  0.95752
2229, 87,  363.27124, -1618.03406,  1118.03418,  0.5918,  0.96875
2230, 444,  690.98297, -1618.03406,  951.05658,  0.6748,  0.95752
2231, 86,  533.69781, -1782.01306,  734.57214,  0.63477,  0.9834
2232, 86,  533.69781, -1782.01306,  734.57214,  0.63477,  0.9834
2233, 444,  690.98297, -1618.03406,  951.05658,  0.6748,  0.95752
2234, 94,  734.57208, -1782.01306,  533.69788,  0.68555,  0.97021
2235, 444,  690.98297, -1618.03406,  951.05658,  0.6748,  0.95752
2236, 102,  951.05652, -1618.03406,  690.98303,  0.74072,  0.94043
2237, 94,  734.57208, -1782.01306,  533.69788,  0.68555,  0.97021
2238, 442,  437.01599, -1414.2135,  1344.99719,  0.61035,  0.93359
2239, 441,  499.99997, -1175.57043,  1538.84192,  0.62646,  0.88818
2240, 445,  831.25385, -1414.2135,  1144.1228,  0.70996,  0.92041
2241, 442,  437.01599, -1414.2135,  1344.99719,  0.61035,  0.93359
2242, 445,  831.25385, -1414.2135,  1144.1228,  0.70996,  0.92041
2243, 444,  690.98297, -1618.03406,  951.05658,  0.6748,  0.95752
2244, 444,  690.98297, -1618.03406,  951.05658,  0.6748,  0.95752
2245, 445,  831.25385, -1414.2135,  1144.1228,  0.70996,  0.92041
2246, 102,  951.05652, -1618.03406,  690.98303,  0.74072,  0.94043
2247, 441,  499.99997, -1175.57043,  1538.84192,  0.62646,  0.88818
2248, 443,  951.05652, -1175.57043,  1309.01709,  0.74072,  0.87305
2249, 445,  831.25385, -1414.2135,  1144.1228,  0.70996,  0.92041
2250, 445,  831.25385, -1414.2135,  1144.1228,  0.70996,  0.92041
2251, 112,  1144.1228, -1414.2135,  831.25397,  0.78955,  0.8999
2252, 102,  951.05652, -1618.03406,  690.98303,  0.74072,  0.94043
2253, 445,  831.25385, -1414.2135,  1144.1228,  0.70996,  0.92041
2254, 443,  951.05652, -1175.57043,  1309.01709,  0.74072,  0.87305
2255, 112,  1144.1228, -1414.2135,  831.25397,  0.78955,  0.8999
2256, 443,  951.05652, -1175.57043,  1309.01709,  0.74072,  0.87305
2257, 113,  1309.01709, -1175.57043,  951.05658,  0.83105,  0.84961
2258, 112,  1144.1228, -1414.2135,  831.25397,  0.78955,  0.8999
2259, 443,  951.05652, -1175.57043,  1309.01709,  0.74072,  0.87305
2260, 446,  1047.44104, -907.98102,  1441.67896,  0.76465,  0.81641
2261, 113,  1309.01709, -1175.57043,  951.05658,  0.83105,  0.84961
2262, 439,  550.6723, -907.98102,  1694.79529,  0.63916,  0.83301
2263, 446,  1047.44104, -907.98102,  1441.67896,  0.76465,  0.81641
2264, 443,  951.05652, -1175.57043,  1309.01709,  0.74072,  0.87305
2265, 439,  550.6723, -907.98102,  1694.79529,  0.63916,  0.83301
2266, 438,  587.78522, -618.03394,  1809.01721,  0.64844,  0.76953
2267, 446,  1047.44104, -907.98102,  1441.67896,  0.76465,  0.81641
2268, 446,  1047.44104, -907.98102,  1441.67896,  0.76465,  0.81641
2269, 120,  1441.67883, -907.98102,  1047.44116,  0.86475,  0.79053
2270, 113,  1309.01709, -1175.57043,  951.05658,  0.83105,  0.84961
2271, 438,  587.78522, -618.03394,  1809.01721,  0.64844,  0.76953
2272, 447,  1118.03406, -618.03394,  1538.84192,  0.78271,  0.75146
2273, 446,  1047.44104, -907.98102,  1441.67896,  0.76465,  0.81641
2274, 446,  1047.44104, -907.98102,  1441.67896,  0.76465,  0.81641
2275, 447,  1118.03406, -618.03394,  1538.84192,  0.78271,  0.75146
2276, 120,  1441.67883, -907.98102,  1047.44116,  0.86475,  0.79053
2277, 438,  587.78522, -618.03394,  1809.01721,  0.64844,  0.76953
2278, 436,  610.42493, -312.86874,  1878.69519,  0.6543,  0.69922
2279, 447,  1118.03406, -618.03394,  1538.84192,  0.78271,  0.75146
2280, 447,  1118.03406, -618.03394,  1538.84192,  0.78271,  0.75146
2281, 121,  1538.8418, -618.03394,  1118.03418,  0.88916,  0.72412
2282, 120,  1441.67883, -907.98102,  1047.44116,  0.86475,  0.79053
2283, 447,  1118.03406, -618.03394,  1538.84192,  0.78271,  0.75146
2284, 448,  1161.09729, -312.86874,  1598.1134,  0.79346,  0.68115
2285, 121,  1538.8418, -618.03394,  1118.03418,  0.88916,  0.72412
2286, 436,  610.42493, -312.86874,  1878.69519,  0.6543,  0.69922
2287, 448,  1161.09729, -312.86874,  1598.1134,  0.79346,  0.68115
2288, 447,  1118.03406, -618.03394,  1538.84192,  0.78271,  0.75146
2289, 448,  1161.09729, -312.86874,  1598.1134,  0.79346,  0.68115
2290, 128,  1598.11328, -312.86874,  1161.09741,  0.9043,  0.65234
2291, 121,  1538.8418, -618.03394,  1118.03418,  0.88916,  0.72412
2292, 436,  610.42493, -312.86874,  1878.69519,  0.6543,  0.69922
2293, 449,  618.03394,  0.00,  1902.11316,  0.65625,  0.62451
2294, 448,  1161.09729, -312.86874,  1598.1134,  0.79346,  0.68115
2295, 433, -0.00006,  0.00,  2000.00024,  0.50,  0.63086
2296, 449,  618.03394,  0.00,  1902.11316,  0.65625,  0.62451
2297, 436,  610.42493, -312.86874,  1878.69519,  0.6543,  0.69922
2298, 448,  1161.09729, -312.86874,  1598.1134,  0.79346,  0.68115
2299, 450,  1175.57043,  0.00,  1618.03418,  0.79736,  0.60596
2300, 128,  1598.11328, -312.86874,  1161.09741,  0.9043,  0.65234
2301, 449,  618.03394,  0.00,  1902.11316,  0.65625,  0.62451
2302, 450,  1175.57043,  0.00,  1618.03418,  0.79736,  0.60596
2303, 448,  1161.09729, -312.86874,  1598.1134,  0.79346,  0.68115
2304, 450,  1175.57043,  0.00,  1618.03418,  0.79736,  0.60596
2305, 129,  1618.03406,  0.00,  1175.57056,  0.90918,  0.57666
2306, 128,  1598.11328, -312.86874,  1161.09741,  0.9043,  0.65234
2307, 433, -0.00006,  0.00,  2000.00024,  0.50,  0.63086
2308, 432, -0.00006,  164.82732,  1995.625,  0.50,  0.59033
2309, 449,  618.03394,  0.00,  1902.11316,  0.65625,  0.62451
2310, 450,  1175.57043,  0.00,  1618.03418,  0.79736,  0.60596
2311, 451,  1172.99902,  164.82732,  1614.49463,  0.79688,  0.56543
2312, 129,  1618.03406,  0.00,  1175.57056,  0.90918,  0.57666
2313, 451,  1172.99902,  164.82732,  1614.49463,  0.79688,  0.56543
2314, 135,  1614.49463,  164.82732,  1172.99902,  0.9082,  0.53613
2315, 129,  1618.03406,  0.00,  1175.57056,  0.90918,  0.57666
2316, 449,  618.03394,  0.00,  1902.11316,  0.65625,  0.62451
2317, 452,  616.68195,  164.82732,  1897.95227,  0.65576,  0.58398
2318, 450,  1175.57043,  0.00,  1618.03418,  0.79736,  0.60596
2319, 452,  616.68195,  164.82732,  1897.95227,  0.65576,  0.58398
2320, 451,  1172.99902,  164.82732,  1614.49463,  0.79688,  0.56543
2321, 450,  1175.57043,  0.00,  1618.03418,  0.79736,  0.60596
2322, 432, -0.00006,  164.82732,  1995.625,  0.50,  0.59033
2323, 452,  616.68195,  164.82732,  1897.95227,  0.65576,  0.58398
2324, 449,  618.03394,  0.00,  1902.11316,  0.65625,  0.62451
2325, 135,  1614.49463,  164.82732,  1172.99902,  0.9082,  0.53613
2326, 451,  1172.99902,  164.82732,  1614.49463,  0.79688,  0.56543
2327, 453,  1598.11328,  312.86874,  1161.09741,  0.9043,  0.49951
2328, 135,  1614.49463,  164.82732,  1172.99902,  0.9082,  0.53613
2329, 453,  1598.11328,  312.86874,  1161.09741,  0.9043,  0.49951
2330, 136,  1878.69507,  312.86874,  610.42499,  0.9751,  0.46338
2331, 453,  1598.11328,  312.86874,  1161.09741,  0.9043,  0.49951
2332, 195,  1538.8418,  618.03394,  1118.03418,  0.88916,  0.42212
2333, 136,  1878.69507,  312.86874,  610.42499,  0.9751,  0.46338
2334, 451,  1172.99902,  164.82732,  1614.49463,  0.79688,  0.56543
2335, 452,  616.68195,  164.82732,  1897.95227,  0.65576,  0.58398
2336, 454,  1161.09729,  312.86874,  1598.1134,  0.79346,  0.52783
2337, 451,  1172.99902,  164.82732,  1614.49463,  0.79688,  0.56543
2338, 454,  1161.09729,  312.86874,  1598.1134,  0.79346,  0.52783
2339, 453,  1598.11328,  312.86874,  1161.09741,  0.9043,  0.49951
2340, 452,  616.68195,  164.82732,  1897.95227,  0.65576,  0.58398
2341, 432, -0.00006,  164.82732,  1995.625,  0.50,  0.59033
2342, 455,  610.42493,  312.86874,  1878.69519,  0.6543,  0.54639
2343, 452,  616.68195,  164.82732,  1897.95227,  0.65576,  0.58398
2344, 455,  610.42493,  312.86874,  1878.69519,  0.6543,  0.54639
2345, 454,  1161.09729,  312.86874,  1598.1134,  0.79346,  0.52783
2346, 432, -0.00006,  164.82732,  1995.625,  0.50,  0.59033
2347, 429, -0.00006,  312.86874,  1975.37695,  0.50,  0.55273
2348, 455,  610.42493,  312.86874,  1878.69519,  0.6543,  0.54639
2349, 429, -0.00006,  312.86874,  1975.37695,  0.50,  0.55273
2350, 430, -0.00006,  618.03394,  1902.11328,  0.50,  0.47339
2351, 455,  610.42493,  312.86874,  1878.69519,  0.6543,  0.54639
2352, 456,  1118.03406,  618.03394,  1538.84192,  0.78271,  0.44971
2353, 195,  1538.8418,  618.03394,  1118.03418,  0.88916,  0.42212
2354, 453,  1598.11328,  312.86874,  1161.09741,  0.9043,  0.49951
2355, 454,  1161.09729,  312.86874,  1598.1134,  0.79346,  0.52783
2356, 456,  1118.03406,  618.03394,  1538.84192,  0.78271,  0.44971
2357, 453,  1598.11328,  312.86874,  1161.09741,  0.9043,  0.49951
2358, 456,  1118.03406,  618.03394,  1538.84192,  0.78271,  0.44971
2359, 196,  1047.44104,  907.98102,  1441.67896,  0.76465,  0.37231
2360, 195,  1538.8418,  618.03394,  1118.03418,  0.88916,  0.42212
2361, 455,  610.42493,  312.86874,  1878.69519,  0.6543,  0.54639
2362, 457,  587.78522,  618.03394,  1809.01721,  0.64844,  0.46729
2363, 454,  1161.09729,  312.86874,  1598.1134,  0.79346,  0.52783
2364, 457,  587.78522,  618.03394,  1809.01721,  0.64844,  0.46729
2365, 456,  1118.03406,  618.03394,  1538.84192,  0.78271,  0.44971
2366, 454,  1161.09729,  312.86874,  1598.1134,  0.79346,  0.52783
2367, 430, -0.00006,  618.03394,  1902.11328,  0.50,  0.47339
2368, 457,  587.78522,  618.03394,  1809.01721,  0.64844,  0.46729
2369, 455,  610.42493,  312.86874,  1878.69519,  0.6543,  0.54639
2370, 458,  550.6723,  907.98102,  1694.79529,  0.63916,  0.38892
2371, 196,  1047.44104,  907.98102,  1441.67896,  0.76465,  0.37231
2372, 456,  1118.03406,  618.03394,  1538.84192,  0.78271,  0.44971
2373, 457,  587.78522,  618.03394,  1809.01721,  0.64844,  0.46729
2374, 458,  550.6723,  907.98102,  1694.79529,  0.63916,  0.38892
2375, 456,  1118.03406,  618.03394,  1538.84192,  0.78271,  0.44971
2376, 458,  550.6723,  907.98102,  1694.79529,  0.63916,  0.38892
2377, 198,  499.99997,  1175.57043,  1538.84192,  0.62646,  0.31323
2378, 196,  1047.44104,  907.98102,  1441.67896,  0.76465,  0.37231
2379, 215, -0.00005,  1175.57043,  1618.0343,  0.50,  0.31836
2380, 198,  499.99997,  1175.57043,  1538.84192,  0.62646,  0.31323
2381, 458,  550.6723,  907.98102,  1694.79529,  0.63916,  0.38892
2382, 430, -0.00006,  618.03394,  1902.11328,  0.50,  0.47339
2383, 459, -0.00005,  907.98102,  1782.01331,  0.50,  0.39453
2384, 457,  587.78522,  618.03394,  1809.01721,  0.64844,  0.46729
2385, 459, -0.00005,  907.98102,  1782.01331,  0.50,  0.39453
2386, 458,  550.6723,  907.98102,  1694.79529,  0.63916,  0.38892
2387, 457,  587.78522,  618.03394,  1809.01721,  0.64844,  0.46729
2388, 459, -0.00005,  907.98102,  1782.01331,  0.50,  0.39453
2389, 215, -0.00005,  1175.57043,  1618.0343,  0.50,  0.31836
2390, 458,  550.6723,  907.98102,  1694.79529,  0.63916,  0.38892
2391, 230, -550.67242,  907.98102,  1694.79541,  0.3606,  0.38892
2392, 459, -0.00005,  907.98102,  1782.01331,  0.50,  0.39453
2393, 430, -0.00006,  618.03394,  1902.11328,  0.50,  0.47339
