VTX, IDX, Vertex_Position.x, Vertex_Position.y, Vertex_Position.z, Vertex_UV.x, Vertex_UV.y
1271, 294,  1161.09802,  312.86874, -1598.11426,  0.79346,  0.3186
1272, 288,  1538.84277,  618.03394, -1118.03467,  0.88916,  0.27563
1273, 290,  1118.03467,  618.03394, -1538.84265,  0.78271,  0.24805
1274, 294,  1161.09802,  312.86874, -1598.11426,  0.79346,  0.3186
1275, 295,  1614.49561,  164.82732, -1172.99963,  0.9082,  0.38281
1276, 293,  1897.95349,  164.8273, -616.68243,  0.97998,  0.41919
1277, 291,  1598.11438,  312.86874, -1161.09802,  0.9043,  0.34741
1278, 295,  1614.49561,  164.82732, -1172.99963,  0.9082,  0.38281
1279, 291,  1598.11438,  312.86874, -1161.09802,  0.9043,  0.34741
1280, 294,  1161.09802,  312.86874, -1598.11426,  0.79346,  0.3186
1281, 293,  1897.95349,  164.8273, -616.68243,  0.97998,  0.41919
1282, 295,  1614.49561,  164.82732, -1172.99963,  0.9082,  0.38281
1283, 296,  1618.03503,  0.00, -1175.57117,  0.90918,  0.42285
1284, 297,  1902.11426,  0.00, -618.03436,  0.98145,  0.45947
1285, 293,  1897.95349,  164.8273, -616.68243,  0.97998,  0.41919
1286, 296,  1618.03503,  0.00, -1175.57117,  0.90918,  0.42285
1287, 298,  1172.99963,  164.82732, -1614.49548,  0.79688,  0.35376
1288, 295,  1614.49561,  164.82732, -1172.99963,  0.9082,  0.38281
1289, 294,  1161.09802,  312.86874, -1598.11426,  0.79346,  0.3186
1290, 297,  1902.11426,  0.00, -618.03436,  0.98145,  0.45947
1291, 296,  1618.03503,  0.00, -1175.57117,  0.90918,  0.42285
1292, 299,  1598.11438, -312.86874, -1161.09802,  0.9043,  0.50
1293, 300,  1878.69604, -312.86874, -610.42535,  0.9751,  0.53613
1294, 297,  1902.11426,  0.00, -618.03436,  0.98145,  0.45947
1295, 299,  1598.11438, -312.86874, -1161.09802,  0.9043,  0.50
1296, 296,  1618.03503,  0.00, -1175.57117,  0.90918,  0.42285
1297, 295,  1614.49561,  164.82732, -1172.99963,  0.9082,  0.38281
1298, 301,  1175.57117,  0.00, -1618.03491,  0.79736,  0.3938
1299, 295,  1614.49561,  164.82732, -1172.99963,  0.9082,  0.38281
1300, 298,  1172.99963,  164.82732, -1614.49548,  0.79688,  0.35376
1301, 301,  1175.57117,  0.00, -1618.03491,  0.79736,  0.3938
1302, 299,  1598.11438, -312.86874, -1161.09802,  0.9043,  0.50
1303, 296,  1618.03503,  0.00, -1175.57117,  0.90918,  0.42285
1304, 302,  1161.09802, -312.86874, -1598.11426,  0.79346,  0.47168
1305, 296,  1618.03503,  0.00, -1175.57117,  0.90918,  0.42285
1306, 301,  1175.57117,  0.00, -1618.03491,  0.79736,  0.3938
1307, 302,  1161.09802, -312.86874, -1598.11426,  0.79346,  0.47168
1308, 300,  1878.69604, -312.86874, -610.42535,  0.9751,  0.53613
1309, 299,  1598.11438, -312.86874, -1161.09802,  0.9043,  0.50
1310, 303,  1538.84277, -618.03394, -1118.03467,  0.88916,  0.57764
1311, 304,  1809.01831, -618.03394, -587.78558,  0.95752,  0.6123
1312, 300,  1878.69604, -312.86874, -610.42535,  0.9751,  0.53613
1313, 303,  1538.84277, -618.03394, -1118.03467,  0.88916,  0.57764
1314, 299,  1598.11438, -312.86874, -1161.09802,  0.9043,  0.50
1315, 302,  1161.09802, -312.86874, -1598.11426,  0.79346,  0.47168
1316, 305,  1118.03467, -618.03394, -1538.84265,  0.78271,  0.5498
1317, 303,  1538.84277, -618.03394, -1118.03467,  0.88916,  0.57764
1318, 299,  1598.11438, -312.86874, -1161.09802,  0.9043,  0.50
1319, 305,  1118.03467, -618.03394, -1538.84265,  0.78271,  0.5498
1320, 304,  1809.01831, -618.03394, -587.78558,  0.95752,  0.6123
1321, 303,  1538.84277, -618.03394, -1118.03467,  0.88916,  0.57764
1322, 306,  1441.67981, -907.98102, -1047.44165,  0.86475,  0.65332
1323, 307,  1694.79626, -907.98102, -550.67267,  0.92871,  0.68555
1324, 304,  1809.01831, -618.03394, -587.78558,  0.95752,  0.6123
1325, 306,  1441.67981, -907.98102, -1047.44165,  0.86475,  0.65332
1326, 303,  1538.84277, -618.03394, -1118.03467,  0.88916,  0.57764
1327, 305,  1118.03467, -618.03394, -1538.84265,  0.78271,  0.5498
1328, 308,  1047.44165, -907.98102, -1441.67969,  0.76465,  0.62744
1329, 306,  1441.67981, -907.98102, -1047.44165,  0.86475,  0.65332
1330, 303,  1538.84277, -618.03394, -1118.03467,  0.88916,  0.57764
1331, 308,  1047.44165, -907.98102, -1441.67969,  0.76465,  0.62744
1332, 307,  1694.79626, -907.98102, -550.67267,  0.92871,  0.68555
1333, 306,  1441.67981, -907.98102, -1047.44165,  0.86475,  0.65332
1334, 309,  1309.01794, -1175.57043, -951.05707,  0.83105,  0.7251
1335, 20,  1538.84277, -1175.57043, -500.00031,  0.88916,  0.75439
1336, 307,  1694.79626, -907.98102, -550.67267,  0.92871,  0.68555
1337, 309,  1309.01794, -1175.57043, -951.05707,  0.83105,  0.7251
1338, 20,  1538.84277, -1175.57043, -500.00031,  0.88916,  0.75439
1339, 309,  1309.01794, -1175.57043, -951.05707,  0.83105,  0.7251
1340, 19,  1144.12354, -1414.2135, -831.25433,  0.78955,  0.79102
1341, 309,  1309.01794, -1175.57043, -951.05707,  0.83105,  0.7251
1342, 306,  1441.67981, -907.98102, -1047.44165,  0.86475,  0.65332
1343, 310,  951.05707, -1175.57043, -1309.01782,  0.74072,  0.70166
1344, 306,  1441.67981, -907.98102, -1047.44165,  0.86475,  0.65332
1345, 308,  1047.44165, -907.98102, -1441.67969,  0.76465,  0.62744
1346, 310,  951.05707, -1175.57043, -1309.01782,  0.74072,  0.70166
1347, 19,  1144.12354, -1414.2135, -831.25433,  0.78955,  0.79102
1348, 309,  1309.01794, -1175.57043, -951.05707,  0.83105,  0.7251
1349, 311,  831.25433, -1414.2135, -1144.12341,  0.70996,  0.77051
1350, 309,  1309.01794, -1175.57043, -951.05707,  0.83105,  0.7251
1351, 310,  951.05707, -1175.57043, -1309.01782,  0.74072,  0.70166
1352, 311,  831.25433, -1414.2135, -1144.12341,  0.70996,  0.77051
1353, 19,  1144.12354, -1414.2135, -831.25433,  0.78955,  0.79102
1354, 311,  831.25433, -1414.2135, -1144.12341,  0.70996,  0.77051
1355, 21,  690.9834, -1618.03406, -951.05707,  0.6748,  0.83301
1356, 21,  690.9834, -1618.03406, -951.05707,  0.6748,  0.83301
1357, 311,  831.25433, -1414.2135, -1144.12341,  0.70996,  0.77051
1358, 26,  363.27145, -1618.03406, -1118.03455,  0.5918,  0.82227
1359, 311,  831.25433, -1414.2135, -1144.12341,  0.70996,  0.77051
1360, 312,  437.01624, -1414.2135, -1344.9978,  0.61035,  0.75732
1361, 26,  363.27145, -1618.03406, -1118.03455,  0.5918,  0.82227
1362, 311,  831.25433, -1414.2135, -1144.12341,  0.70996,  0.77051
1363, 310,  951.05707, -1175.57043, -1309.01782,  0.74072,  0.70166
1364, 312,  437.01624, -1414.2135, -1344.9978,  0.61035,  0.75732
1365, 26,  363.27145, -1618.03406, -1118.03455,  0.5918,  0.82227
1366, 312,  437.01624, -1414.2135, -1344.9978,  0.61035,  0.75732
1367, 35,  0.00, -1618.03406, -1175.57104,  0.50,  0.81836
1368, 310,  951.05707, -1175.57043, -1309.01782,  0.74072,  0.70166
1369, 313,  500.00024, -1175.57043, -1538.84253,  0.62646,  0.68652
1370, 312,  437.01624, -1414.2135, -1344.9978,  0.61035,  0.75732
1371, 310,  951.05707, -1175.57043, -1309.01782,  0.74072,  0.70166
1372, 308,  1047.44165, -907.98102, -1441.67969,  0.76465,  0.62744
1373, 313,  500.00024, -1175.57043, -1538.84253,  0.62646,  0.68652
1374, 312,  437.01624, -1414.2135, -1344.9978,  0.61035,  0.75732
1375, 314,  0.00, -1414.2135, -1414.21423,  0.50,  0.75293
1376, 35,  0.00, -1618.03406, -1175.57104,  0.50,  0.81836
1377, 312,  437.01624, -1414.2135, -1344.9978,  0.61035,  0.75732
1378, 313,  500.00024, -1175.57043, -1538.84253,  0.62646,  0.68652
1379, 314,  0.00, -1414.2135, -1414.21423,  0.50,  0.75293
1380, 35,  0.00, -1618.03406, -1175.57104,  0.50,  0.81836
1381, 314,  0.00, -1414.2135, -1414.21423,  0.50,  0.75293
1382, 37, -363.27145, -1618.03406, -1118.03442,  0.40796,  0.82227
1383, 308,  1047.44165, -907.98102, -1441.67969,  0.76465,  0.62744
1384, 315,  550.67261, -907.98102, -1694.79602,  0.63916,  0.61084
1385, 313,  500.00024, -1175.57043, -1538.84253,  0.62646,  0.68652
1386, 308,  1047.44165, -907.98102, -1441.67969,  0.76465,  0.62744
1387, 305,  1118.03467, -618.03394, -1538.84265,  0.78271,  0.5498
1388, 315,  550.67261, -907.98102, -1694.79602,  0.63916,  0.61084
1389, 313,  500.00024, -1175.57043, -1538.84253,  0.62646,  0.68652
1390, 316,  0.00, -1175.57043, -1618.03467,  0.50,  0.68115
1391, 314,  0.00, -1414.2135, -1414.21423,  0.50,  0.75293
1392, 313,  500.00024, -1175.57043, -1538.84253,  0.62646,  0.68652
1393, 315,  550.67261, -907.98102, -1694.79602,  0.63916,  0.61084
1394, 316,  0.00, -1175.57043, -1618.03467,  0.50,  0.68115
1395, 314,  0.00, -1414.2135, -1414.21423,  0.50,  0.75293
1396, 317, -437.01624, -1414.2135, -1344.99768,  0.38916,  0.75732
1397, 37, -363.27145, -1618.03406, -1118.03442,  0.40796,  0.82227
1398, 314,  0.00, -1414.2135, -1414.21423,  0.50,  0.75293
1399, 316,  0.00, -1175.57043, -1618.03467,  0.50,  0.68115
1400, 317, -437.01624, -1414.2135, -1344.99768,  0.38916,  0.75732
1401, 37, -363.27145, -1618.03406, -1118.03442,  0.40796,  0.82227
1402, 317, -437.01624, -1414.2135, -1344.99768,  0.38916,  0.75732
1403, 45, -690.98328, -1618.03406, -951.05682,  0.32495,  0.83301
1404, 305,  1118.03467, -618.03394, -1538.84265,  0.78271,  0.5498
1405, 318,  587.78552, -618.03394, -1809.01807,  0.64844,  0.53223
1406, 315,  550.67261, -907.98102, -1694.79602,  0.63916,  0.61084
1407, 305,  1118.03467, -618.03394, -1538.84265,  0.78271,  0.5498
1408, 302,  1161.09802, -312.86874, -1598.11426,  0.79346,  0.47168
1409, 318,  587.78552, -618.03394, -1809.01807,  0.64844,  0.53223
1410, 315,  550.67261, -907.98102, -1694.79602,  0.63916,  0.61084
1411, 319,  0.00, -907.98102, -1782.01392,  0.50,  0.60498
1412, 316,  0.00, -1175.57043, -1618.03467,  0.50,  0.68115
1413, 315,  550.67261, -907.98102, -1694.79602,  0.63916,  0.61084
1414, 318,  587.78552, -618.03394, -1809.01807,  0.64844,  0.53223
1415, 319,  0.00, -907.98102, -1782.01392,  0.50,  0.60498
1416, 316,  0.00, -1175.57043, -1618.03467,  0.50,  0.68115
1417, 320, -500.00024, -1175.57043, -1538.84241,  0.37329,  0.68652
1418, 317, -437.01624, -1414.2135, -1344.99768,  0.38916,  0.75732
1419, 316,  0.00, -1175.57043, -1618.03467,  0.50,  0.68115
1420, 319,  0.00, -907.98102, -1782.01392,  0.50,  0.60498
1421, 320, -500.00024, -1175.57043, -1538.84241,  0.37329,  0.68652
1422, 317, -437.01624, -1414.2135, -1344.99768,  0.38916,  0.75732
1423, 321, -831.25421, -1414.2135, -1144.12317,  0.28955,  0.77051
1424, 45, -690.98328, -1618.03406, -951.05682,  0.32495,  0.83301
1425, 317, -437.01624, -1414.2135, -1344.99768,  0.38916,  0.75732
1426, 320, -500.00024, -1175.57043, -1538.84241,  0.37329,  0.68652
1427, 321, -831.25421, -1414.2135, -1144.12317,  0.28955,  0.77051
1428, 45, -690.98328, -1618.03406, -951.05682,  0.32495,  0.83301
1429, 321, -831.25421, -1414.2135, -1144.12317,  0.28955,  0.77051
1430, 47, -951.05676, -1618.03406, -690.98315,  0.25903,  0.8501
1431, 319,  0.00, -907.98102, -1782.01392,  0.50,  0.60498
1432, 322, -550.67261, -907.98102, -1694.79602,  0.3606,  0.61084
1433, 320, -500.00024, -1175.57043, -1538.84241,  0.37329,  0.68652
1434, 321, -831.25421, -1414.2135, -1144.12317,  0.28955,  0.77051
1435, 323, -1144.12305, -1414.2135, -831.25415,  0.21033,  0.79102
1436, 47, -951.05676, -1618.03406, -690.98315,  0.25903,  0.8501
1437, 47, -951.05676, -1618.03406, -690.98315,  0.25903,  0.8501
1438, 323, -1144.12305, -1414.2135, -831.25415,  0.21033,  0.79102
1439, 55, -1118.0343, -1618.03406, -363.27133,  0.21692,  0.87158
1440, 320, -500.00024, -1175.57043, -1538.84241,  0.37329,  0.68652
1441, 324, -951.05688, -1175.57043, -1309.01758,  0.25903,  0.70166
1442, 321, -831.25421, -1414.2135, -1144.12317,  0.28955,  0.77051
1443, 321, -831.25421, -1414.2135, -1144.12317,  0.28955,  0.77051
1444, 324, -951.05688, -1175.57043, -1309.01758,  0.25903,  0.70166
1445, 323, -1144.12305, -1414.2135, -831.25415,  0.21033,  0.79102
1446, 320, -500.00024, -1175.57043, -1538.84241,  0.37329,  0.68652
1447, 322, -550.67261, -907.98102, -1694.79602,  0.3606,  0.61084
1448, 324, -951.05688, -1175.57043, -1309.01758,  0.25903,  0.70166
1449, 323, -1144.12305, -1414.2135, -831.25415,  0.21033,  0.79102
1450, 325, -1344.99744, -1414.2135, -437.01611,  0.15955,  0.81689
1451, 55, -1118.0343, -1618.03406, -363.27133,  0.21692,  0.87158
1452, 55, -1118.0343, -1618.03406, -363.27133,  0.21692,  0.87158
1453, 325, -1344.99744, -1414.2135, -437.01611,  0.15955,  0.81689
1454, 57, -1175.57068, -1618.03406,  0.00,  0.20239,  0.89551
1455, 324, -951.05688, -1175.57043, -1309.01758,  0.25903,  0.70166
1456, 326, -1309.01746, -1175.57043, -951.05676,  0.16858,  0.7251
1457, 323, -1144.12305, -1414.2135, -831.25415,  0.21033,  0.79102
1458, 323, -1144.12305, -1414.2135, -831.25415,  0.21033,  0.79102
1459, 326, -1309.01746, -1175.57043, -951.05676,  0.16858,  0.7251
1460, 325, -1344.99744, -1414.2135, -437.01611,  0.15955,  0.81689
1461, 325, -1344.99744, -1414.2135, -437.01611,  0.15955,  0.81689
1462, 327, -1414.21387, -1414.2135,  0.00,  0.14197,  0.8457
1463, 57, -1175.57068, -1618.03406,  0.00,  0.20239,  0.89551
1464, 57, -1175.57068, -1618.03406,  0.00,  0.20239,  0.89551
1465, 327, -1414.21387, -1414.2135,  0.00,  0.14197,  0.8457
1466, 65, -1118.0343, -1618.03406,  363.27133,  0.21692,  0.91895
1467, 326, -1309.01746, -1175.57043, -951.05676,  0.16858,  0.7251
1468, 328, -1538.84216, -1175.57043, -500.00012,  0.11047,  0.75439
1469, 325, -1344.99744, -1414.2135, -437.01611,  0.15955,  0.81689
1470, 325, -1344.99744, -1414.2135, -437.01611,  0.15955,  0.81689
1471, 328, -1538.84216, -1175.57043, -500.00012,  0.11047,  0.75439
1472, 327, -1414.21387, -1414.2135,  0.00,  0.14197,  0.8457
1473, 324, -951.05688, -1175.57043, -1309.01758,  0.25903,  0.70166
1474, 329, -1047.44141, -907.98102, -1441.67932,  0.23486,  0.62744
1475, 326, -1309.01746, -1175.57043, -951.05676,  0.16858,  0.7251
1476, 322, -550.67261, -907.98102, -1694.79602,  0.3606,  0.61084
1477, 329, -1047.44141, -907.98102, -1441.67932,  0.23486,  0.62744
1478, 324, -951.05688, -1175.57043, -1309.01758,  0.25903,  0.70166
1479, 326, -1309.01746, -1175.57043, -951.05676,  0.16858,  0.7251
1480, 330, -1441.6792, -907.98102, -1047.44128,  0.13501,  0.65332
1481, 328, -1538.84216, -1175.57043, -500.00012,  0.11047,  0.75439
1482, 329, -1047.44141, -907.98102, -1441.67932,  0.23486,  0.62744
1483, 330, -1441.6792, -907.98102, -1047.44128,  0.13501,  0.65332
1484, 326, -1309.01746, -1175.57043, -951.05676,  0.16858,  0.7251
1485, 328, -1538.84216, -1175.57043, -500.00012,  0.11047,  0.75439
1486, 331, -1618.03442, -1175.57043,  0.00,  0.09039,  0.78711
1487, 327, -1414.21387, -1414.2135,  0.00,  0.14197,  0.8457
1488, 327, -1414.21387, -1414.2135,  0.00,  0.14197,  0.8457
1489, 332, -1344.99744, -1414.2135,  437.01611,  0.15955,  0.87402
1490, 65, -1118.0343, -1618.03406,  363.27133,  0.21692,  0.91895
1491, 327, -1414.21387, -1414.2135,  0.00,  0.14197,  0.8457
1492, 331, -1618.03442, -1175.57043,  0.00,  0.09039,  0.78711
1493, 332, -1344.99744, -1414.2135,  437.01611,  0.15955,  0.87402
1494, 65, -1118.0343, -1618.03406,  363.27133,  0.21692,  0.91895
1495, 332, -1344.99744, -1414.2135,  437.01611,  0.15955,  0.87402
1496, 67, -951.0567, -1618.03406,  690.98309,  0.25903,  0.94043
1497, 328, -1538.84216, -1175.57043, -500.00012,  0.11047,  0.75439
1498, 333, -1694.79565, -907.98102, -550.67242,  0.07098,  0.68555
1499, 331, -1618.03442, -1175.57043,  0.00,  0.09039,  0.78711
1500, 330, -1441.6792, -907.98102, -1047.44128,  0.13501,  0.65332
1501, 333, -1694.79565, -907.98102, -550.67242,  0.07098,  0.68555
1502, 328, -1538.84216, -1175.57043, -500.00012,  0.11047,  0.75439
1503, 332, -1344.99744, -1414.2135,  437.01611,  0.15955,  0.87402
1504, 334, -1144.12305, -1414.2135,  831.25403,  0.21033,  0.8999
1505, 67, -951.0567, -1618.03406,  690.98309,  0.25903,  0.94043
1506, 67, -951.0567, -1618.03406,  690.98309,  0.25903,  0.94043
1507, 334, -1144.12305, -1414.2135,  831.25403,  0.21033,  0.8999
1508, 75, -690.98309, -1618.03406,  951.05664,  0.32495,  0.95752
1509, 331, -1618.03442, -1175.57043,  0.00,  0.09039,  0.78711
1510, 335, -1538.84216, -1175.57043,  500.00012,  0.11047,  0.81982
1511, 332, -1344.99744, -1414.2135,  437.01611,  0.15955,  0.87402
1512, 332, -1344.99744, -1414.2135,  437.01611,  0.15955,  0.87402
1513, 335, -1538.84216, -1175.57043,  500.00012,  0.11047,  0.81982
1514, 334, -1144.12305, -1414.2135,  831.25403,  0.21033,  0.8999
1515, 334, -1144.12305, -1414.2135,  831.25403,  0.21033,  0.8999
1516, 336, -831.25403, -1414.2135,  1144.12292,  0.28955,  0.92041
1517, 75, -690.98309, -1618.03406,  951.05664,  0.32495,  0.95752
1518, 75, -690.98309, -1618.03406,  951.05664,  0.32495,  0.95752
1519, 336, -831.25403, -1414.2135,  1144.12292,  0.28955,  0.92041
1520, 77, -363.27133, -1618.03406,  1118.03418,  0.40796,  0.96875
1521, 335, -1538.84216, -1175.57043,  500.00012,  0.11047,  0.81982
1522, 337, -1309.01733, -1175.57043,  951.0567,  0.16858,  0.84961
1523, 334, -1144.12305, -1414.2135,  831.25403,  0.21033,  0.8999
1524, 334, -1144.12305, -1414.2135,  831.25403,  0.21033,  0.8999
1525, 337, -1309.01733, -1175.57043,  951.0567,  0.16858,  0.84961
1526, 336, -831.25403, -1414.2135,  1144.12292,  0.28955,  0.92041
1527, 331, -1618.03442, -1175.57043,  0.00,  0.09039,  0.78711
1528, 338, -1782.01355, -907.98102,  0.00,  0.04892,  0.72168
1529, 335, -1538.84216, -1175.57043,  500.00012,  0.11047,  0.81982
1530, 333, -1694.79565, -907.98102, -550.67242,  0.07098,  0.68555
1531, 338, -1782.01355, -907.98102,  0.00,  0.04892,  0.72168
1532, 331, -1618.03442, -1175.57043,  0.00,  0.09039,  0.78711
1533, 335, -1538.84216, -1175.57043,  500.00012,  0.11047,  0.81982
1534, 339, -1694.79565, -907.98102,  550.67242,  0.07098,  0.75781
1535, 337, -1309.01733, -1175.57043,  951.0567,  0.16858,  0.84961
1536, 338, -1782.01355, -907.98102,  0.00,  0.04892,  0.72168
1537, 339, -1694.79565, -907.98102,  550.67242,  0.07098,  0.75781
1538, 335, -1538.84216, -1175.57043,  500.00012,  0.11047,  0.81982
1539, 337, -1309.01733, -1175.57043,  951.0567,  0.16858,  0.84961
1540, 340, -951.0567, -1175.57043,  1309.01721,  0.25903,  0.87305
1541, 336, -831.25403, -1414.2135,  1144.12292,  0.28955,  0.92041
1542, 336, -831.25403, -1414.2135,  1144.12292,  0.28955,  0.92041
1543, 341, -437.01611, -1414.2135,  1344.99719,  0.38916,  0.93359
1544, 77, -363.27133, -1618.03406,  1118.03418,  0.40796,  0.96875
1545, 336, -831.25403, -1414.2135,  1144.12292,  0.28955,  0.92041
1546, 340, -951.0567, -1175.57043,  1309.01721,  0.25903,  0.87305
1547, 341, -437.01611, -1414.2135,  1344.99719,  0.38916,  0.93359
1548, 77, -363.27133, -1618.03406,  1118.03418,  0.40796,  0.96875
1549, 341, -437.01611, -1414.2135,  1344.99719,  0.38916,  0.93359
1550, 85, -0.00004, -1618.03406,  1175.57056,  0.50,  0.97217
1551, 337, -1309.01733, -1175.57043,  951.0567,  0.16858,  0.84961
1552, 342, -1441.6792, -907.98102,  1047.44128,  0.13501,  0.79053
1553, 340, -951.0567, -1175.57043,  1309.01721,  0.25903,  0.87305
1554, 339, -1694.79565, -907.98102,  550.67242,  0.07098,  0.75781
1555, 342, -1441.6792, -907.98102,  1047.44128,  0.13501,  0.79053
1556, 337, -1309.01733, -1175.57043,  951.0567,  0.16858,  0.84961
1557, 341, -437.01611, -1414.2135,  1344.99719,  0.38916,  0.93359
1558, 343, -0.00004, -1414.2135,  1414.21362,  0.50,  0.93799
1559, 85, -0.00004, -1618.03406,  1175.57056,  0.50,  0.97217
1560, 85, -0.00004, -1618.03406,  1175.57056,  0.50,  0.97217
1561, 343, -0.00004, -1414.2135,  1414.21362,  0.50,  0.93799
1562, 87,  363.27124, -1618.03406,  1118.03418,  0.5918,  0.96875
1563, 340, -951.0567, -1175.57043,  1309.01721,  0.25903,  0.87305
1564, 344, -500.00012, -1175.57043,  1538.84192,  0.37329,  0.88818
1565, 341, -437.01611, -1414.2135,  1344.99719,  0.38916,  0.93359
1566, 341, -437.01611, -1414.2135,  1344.99719,  0.38916,  0.93359
1567, 344, -500.00012, -1175.57043,  1538.84192,  0.37329,  0.88818
1568, 343, -0.00004, -1414.2135,  1414.21362,  0.50,  0.93799
1569, 342, -1441.6792, -907.98102,  1047.44128,  0.13501,  0.79053
1570, 345, -1047.44128, -907.98102,  1441.67908,  0.23486,  0.81641
1571, 340, -951.0567, -1175.57043,  1309.01721,  0.25903,  0.87305
1572, 340, -951.0567, -1175.57043,  1309.01721,  0.25903,  0.87305
1573, 345, -1047.44128, -907.98102,  1441.67908,  0.23486,  0.81641
1574, 344, -500.00012, -1175.57043,  1538.84192,  0.37329,  0.88818
1575, 339, -1694.79565, -907.98102,  550.67242,  0.07098,  0.75781
1576, 346, -1809.01758, -618.03394,  587.7854,  0.04208,  0.68945
1577, 342, -1441.6792, -907.98102,  1047.44128,  0.13501,  0.79053
1578, 342, -1441.6792, -907.98102,  1047.44128,  0.13501,  0.79053
1579, 347, -1538.84216, -618.03394,  1118.0343,  0.11047,  0.72412
1580, 345, -1047.44128, -907.98102,  1441.67908,  0.23486,  0.81641
1581, 346, -1809.01758, -618.03394,  587.7854,  0.04208,  0.68945
1582, 347, -1538.84216, -618.03394,  1118.0343,  0.11047,  0.72412
1583, 342, -1441.6792, -907.98102,  1047.44128,  0.13501,  0.79053
1584, 345, -1047.44128, -907.98102,  1441.67908,  0.23486,  0.81641
1585, 348, -550.67242, -907.98102,  1694.79541,  0.3606,  0.83301
1586, 344, -500.00012, -1175.57043,  1538.84192,  0.37329,  0.88818
1587, 349, -1902.11353, -618.03394,  0.00,  0.01854,  0.65088
1588, 346, -1809.01758, -618.03394,  587.7854,  0.04208,  0.68945
1589, 339, -1694.79565, -907.98102,  550.67242,  0.07098,  0.75781
1590, 338, -1782.01355, -907.98102,  0.00,  0.04892,  0.72168
1591, 349, -1902.11353, -618.03394,  0.00,  0.01854,  0.65088
1592, 339, -1694.79565, -907.98102,  550.67242,  0.07098,  0.75781
1593, 347, -1538.84216, -618.03394,  1118.0343,  0.11047,  0.72412
1594, 350, -1118.0343, -618.03394,  1538.84204,  0.21692,  0.75146
1595, 345, -1047.44128, -907.98102,  1441.67908,  0.23486,  0.81641
1596, 345, -1047.44128, -907.98102,  1441.67908,  0.23486,  0.81641
1597, 350, -1118.0343, -618.03394,  1538.84204,  0.21692,  0.75146
1598, 348, -550.67242, -907.98102,  1694.79541,  0.3606,  0.83301
1599, 351, -1809.01758, -618.03394, -587.7854,  0.04208,  0.6123
1600, 349, -1902.11353, -618.03394,  0.00,  0.01854,  0.65088
1601, 338, -1782.01355, -907.98102,  0.00,  0.04892,  0.72168
1602, 333, -1694.79565, -907.98102, -550.67242,  0.07098,  0.68555
1603, 351, -1809.01758, -618.03394, -587.7854,  0.04208,  0.6123
1604, 338, -1782.01355, -907.98102,  0.00,  0.04892,  0.72168
1605, 349, -1902.11353, -618.03394,  0.00,  0.01854,  0.65088
1606, 352, -1975.3772, -312.86874,  0.00,  0.00,  0.57617
1607, 346, -1809.01758, -618.03394,  587.7854,  0.04208,  0.68945
1608, 353, -1538.84229, -618.03394, -1118.03442,  0.11047,  0.57764
1609, 351, -1809.01758, -618.03394, -587.7854,  0.04208,  0.6123
1610, 333, -1694.79565, -907.98102, -550.67242,  0.07098,  0.68555
1611, 330, -1441.6792, -907.98102, -1047.44128,  0.13501,  0.65332
1612, 353, -1538.84229, -618.03394, -1118.03442,  0.11047,  0.57764
1613, 333, -1694.79565, -907.98102, -550.67242,  0.07098,  0.68555
1614, 351, -1809.01758, -618.03394, -587.7854,  0.04208,  0.6123
1615, 354, -1878.69531, -312.86874, -610.42511,  0.02446,  0.53613
1616, 349, -1902.11353, -618.03394,  0.00,  0.01854,  0.65088
1617, 354, -1878.69531, -312.86874, -610.42511,  0.02446,  0.53613
1618, 352, -1975.3772, -312.86874,  0.00,  0.00,  0.57617
1619, 349, -1902.11353, -618.03394,  0.00,  0.01854,  0.65088
1620, 353, -1538.84229, -618.03394, -1118.03442,  0.11047,  0.57764
1621, 355, -1598.11377, -312.86874, -1161.09766,  0.09546,  0.50
1622, 351, -1809.01758, -618.03394, -587.7854,  0.04208,  0.6123
1623, 355, -1598.11377, -312.86874, -1161.09766,  0.09546,  0.50
1624, 354, -1878.69531, -312.86874, -610.42511,  0.02446,  0.53613
1625, 351, -1809.01758, -618.03394, -587.7854,  0.04208,  0.6123
1626, 356, -1118.03442, -618.03394, -1538.84241,  0.21692,  0.5498
1627, 353, -1538.84229, -618.03394, -1118.03442,  0.11047,  0.57764
1628, 330, -1441.6792, -907.98102, -1047.44128,  0.13501,  0.65332
1629, 329, -1047.44141, -907.98102, -1441.67932,  0.23486,  0.62744
1630, 356, -1118.03442, -618.03394, -1538.84241,  0.21692,  0.5498
1631, 330, -1441.6792, -907.98102, -1047.44128,  0.13501,  0.65332
1632, 357, -1161.09778, -312.86874, -1598.11389,  0.20605,  0.47168
1633, 355, -1598.11377, -312.86874, -1161.09766,  0.09546,  0.50
1634, 353, -1538.84229, -618.03394, -1118.03442,  0.11047,  0.57764
1635, 356, -1118.03442, -618.03394, -1538.84241,  0.21692,  0.5498
1636, 357, -1161.09778, -312.86874, -1598.11389,  0.20605,  0.47168
1637, 353, -1538.84229, -618.03394, -1118.03442,  0.11047,  0.57764
1638, 358, -587.78552, -618.03394, -1809.01794,  0.35107,  0.53223
1639, 356, -1118.03442, -618.03394, -1538.84241,  0.21692,  0.5498
1640, 329, -1047.44141, -907.98102, -1441.67932,  0.23486,  0.62744
1641, 322, -550.67261, -907.98102, -1694.79602,  0.3606,  0.61084
