VTX, IDX, _input0.x, _input0.y, _input0.z, _input0.w, _input1.x, _input1.y, _input1.z, _input1.w, _input2.x, _input2.y
791, 65, -0.39478, -0.38159,  0.76416,  1.00, -0.49606,  0.00,  0.86614,  0.00,  0.6665,  0.00
792, 67, -0.44019, -0.37061,  0.73584,  1.00, -0.55118,  0.00,  0.83465,  0.00,  0.6875,  0.00
793, 216, -0.44019, -0.51807,  0.73584,  1.00, -0.52756,  0.00,  0.85039,  0.00,  0.6875, -0.21069
794, 215, -0.39478, -0.53369,  0.76416,  1.00, -0.52756,  0.00,  0.85039,  0.00,  0.6665, -0.21069
795, 69, -0.48584, -0.35742,  0.70264,  1.00, -0.61417,  0.00,  0.7874,  0.00,  0.7085,  0.00
796, 217, -0.44019, -0.51807,  0.73584,  1.00, -0.59055,  0.00,  0.81102,  0.00,  0.6875, -0.21069
797, 67, -0.44019, -0.37061,  0.73584,  1.00, -0.55118,  0.00,  0.83465,  0.00,  0.6875,  0.00
798, 69, -0.48584, -0.35742,  0.70264,  1.00, -0.61417,  0.00,  0.7874,  0.00,  0.7085,  0.00
799, 218, -0.48584, -0.50,  0.70264,  1.00, -0.59055,  0.00,  0.81102,  0.00,  0.7085, -0.21069
800, 217, -0.44019, -0.51807,  0.73584,  1.00, -0.59055,  0.00,  0.81102,  0.00,  0.6875, -0.21069
801, 71, -0.53076, -0.34229,  0.66504,  1.00, -0.66929,  0.00,  0.74016,  0.00,  0.729,  0.00
802, 219, -0.48584, -0.50,  0.70264,  1.00, -0.64567,  0.00,  0.76378,  0.00,  0.7085, -0.21069
803, 69, -0.48584, -0.35742,  0.70264,  1.00, -0.61417,  0.00,  0.7874,  0.00,  0.7085,  0.00
804, 71, -0.53076, -0.34229,  0.66504,  1.00, -0.66929,  0.00,  0.74016,  0.00,  0.729,  0.00
805, 220, -0.53076, -0.47876,  0.66504,  1.00, -0.64567,  0.00,  0.76378,  0.00,  0.729, -0.21069
806, 219, -0.48584, -0.50,  0.70264,  1.00, -0.64567,  0.00,  0.76378,  0.00,  0.7085, -0.21069
807, 73, -0.57422, -0.32495,  0.62256,  1.00, -0.72441,  0.00,  0.69291,  0.00,  0.75,  0.00
808, 221, -0.53076, -0.47876,  0.66504,  1.00, -0.70079,  0.00,  0.71654,  0.00,  0.729, -0.21069
809, 71, -0.53076, -0.34229,  0.66504,  1.00, -0.66929,  0.00,  0.74016,  0.00,  0.729,  0.00
810, 73, -0.57422, -0.32495,  0.62256,  1.00, -0.72441,  0.00,  0.69291,  0.00,  0.75,  0.00
811, 222, -0.57422, -0.45483,  0.62256,  1.00, -0.70079,  0.00,  0.71654,  0.00,  0.75, -0.21069
812, 221, -0.53076, -0.47876,  0.66504,  1.00, -0.70079,  0.00,  0.71654,  0.00,  0.729, -0.21069
813, 75, -0.61475, -0.3064,  0.57617,  1.00, -0.77165,  0.00,  0.62992,  0.00,  0.771,  0.00
814, 223, -0.57422, -0.45483,  0.62256,  1.00, -0.75591,  0.00,  0.65354,  0.00,  0.75, -0.21069
815, 73, -0.57422, -0.32495,  0.62256,  1.00, -0.72441,  0.00,  0.69291,  0.00,  0.75,  0.00
816, 75, -0.61475, -0.3064,  0.57617,  1.00, -0.77165,  0.00,  0.62992,  0.00,  0.771,  0.00
817, 224, -0.61475, -0.42896,  0.57617,  1.00, -0.75591,  0.00,  0.65354,  0.00,  0.771, -0.21069
818, 223, -0.57422, -0.45483,  0.62256,  1.00, -0.75591,  0.00,  0.65354,  0.00,  0.75, -0.21069
819, 77, -0.65137, -0.28638,  0.52637,  1.00, -0.8189,  0.00,  0.5748,  0.00,  0.7915,  0.00
820, 225, -0.61475, -0.42896,  0.57617,  1.00, -0.80315,  0.00,  0.59843,  0.00,  0.771, -0.21069
821, 75, -0.61475, -0.3064,  0.57617,  1.00, -0.77165,  0.00,  0.62992,  0.00,  0.771,  0.00
822, 77, -0.65137, -0.28638,  0.52637,  1.00, -0.8189,  0.00,  0.5748,  0.00,  0.7915,  0.00
823, 226, -0.65137, -0.40112,  0.52637,  1.00, -0.80315,  0.00,  0.59843,  0.00,  0.7915, -0.21069
824, 225, -0.61475, -0.42896,  0.57617,  1.00, -0.80315,  0.00,  0.59843,  0.00,  0.771, -0.21069
825, 79, -0.68408, -0.26538,  0.47437,  1.00, -0.86614,  0.00,  0.50394,  0.00,  0.8125,  0.00
826, 227, -0.65137, -0.40112,  0.52637,  1.00, -0.85039,  0.00,  0.53543,  0.00,  0.7915, -0.21069
827, 77, -0.65137, -0.28638,  0.52637,  1.00, -0.8189,  0.00,  0.5748,  0.00,  0.7915,  0.00
828, 79, -0.68408, -0.26538,  0.47437,  1.00, -0.86614,  0.00,  0.50394,  0.00,  0.8125,  0.00
829, 228, -0.68408, -0.37207,  0.47437,  1.00, -0.85039,  0.00,  0.53543,  0.00,  0.8125, -0.21069
830, 227, -0.65137, -0.40112,  0.52637,  1.00, -0.85039,  0.00,  0.53543,  0.00,  0.7915, -0.21069
831, 81, -0.7124, -0.24365,  0.42114,  1.00, -0.89764,  0.00,  0.44094,  0.00,  0.8335,  0.00
832, 229, -0.68408, -0.37207,  0.47437,  1.00, -0.88189,  0.00,  0.46457,  0.00,  0.8125, -0.21069
833, 79, -0.68408, -0.26538,  0.47437,  1.00, -0.86614,  0.00,  0.50394,  0.00,  0.8125,  0.00
834, 81, -0.7124, -0.24365,  0.42114,  1.00, -0.89764,  0.00,  0.44094,  0.00,  0.8335,  0.00
835, 230, -0.7124, -0.34204,  0.42114,  1.00, -0.88189,  0.00,  0.46457,  0.00,  0.8335, -0.21069
836, 229, -0.68408, -0.37207,  0.47437,  1.00, -0.88189,  0.00,  0.46457,  0.00,  0.8125, -0.21069
837, 83, -0.73535, -0.22144,  0.36768,  1.00, -0.92913,  0.00,  0.37008,  0.00,  0.854,  0.00
838, 231, -0.7124, -0.34204,  0.42114,  1.00, -0.92126,  0.00,  0.40157,  0.00,  0.8335, -0.21069
839, 81, -0.7124, -0.24365,  0.42114,  1.00, -0.89764,  0.00,  0.44094,  0.00,  0.8335,  0.00
840, 83, -0.73535, -0.22144,  0.36768,  1.00, -0.92913,  0.00,  0.37008,  0.00,  0.854,  0.00
841, 232, -0.73535, -0.31152,  0.36768,  1.00, -0.92126,  0.00,  0.40157,  0.00,  0.854, -0.21069
842, 231, -0.7124, -0.34204,  0.42114,  1.00, -0.92126,  0.00,  0.40157,  0.00,  0.8335, -0.21069
843, 85, -0.75391, -0.19897,  0.31519,  1.00, -0.95276,  0.00,  0.30709,  0.00,  0.875,  0.00
844, 233, -0.73535, -0.31152,  0.36768,  1.00, -0.94488,  0.00,  0.33071,  0.00,  0.854, -0.21069
845, 83, -0.73535, -0.22144,  0.36768,  1.00, -0.92913,  0.00,  0.37008,  0.00,  0.854,  0.00
846, 85, -0.75391, -0.19897,  0.31519,  1.00, -0.95276,  0.00,  0.30709,  0.00,  0.875,  0.00
847, 234, -0.75391, -0.28076,  0.31519,  1.00, -0.94488,  0.00,  0.33071,  0.00,  0.875, -0.21069
848, 233, -0.73535, -0.31152,  0.36768,  1.00, -0.94488,  0.00,  0.33071,  0.00,  0.854, -0.21069
849, 87, -0.76758, -0.17664,  0.26489,  1.00, -0.9685,  0.00,  0.24409,  0.00,  0.896,  0.00
850, 235, -0.75391, -0.28076,  0.31519,  1.00, -0.96063,  0.00,  0.26772,  0.00,  0.875, -0.21069
851, 85, -0.75391, -0.19897,  0.31519,  1.00, -0.95276,  0.00,  0.30709,  0.00,  0.875,  0.00
852, 87, -0.76758, -0.17664,  0.26489,  1.00, -0.9685,  0.00,  0.24409,  0.00,  0.896,  0.00
853, 236, -0.76758, -0.25049,  0.26489,  1.00, -0.96063,  0.00,  0.26772,  0.00,  0.896, -0.21069
854, 235, -0.75391, -0.28076,  0.31519,  1.00, -0.96063,  0.00,  0.26772,  0.00,  0.875, -0.21069
855, 89, -0.77734, -0.15454,  0.21765,  1.00, -0.98425,  0.00,  0.1811,  0.00,  0.9165,  0.00
856, 237, -0.76758, -0.25049,  0.26489,  1.00, -0.97638,  0.00,  0.20472,  0.00,  0.896, -0.21069
857, 87, -0.76758, -0.17664,  0.26489,  1.00, -0.9685,  0.00,  0.24409,  0.00,  0.896,  0.00
858, 89, -0.77734, -0.15454,  0.21765,  1.00, -0.98425,  0.00,  0.1811,  0.00,  0.9165,  0.00
859, 238, -0.77734, -0.22107,  0.21765,  1.00, -0.97638,  0.00,  0.20472,  0.00,  0.9165, -0.21069
860, 237, -0.76758, -0.25049,  0.26489,  1.00, -0.97638,  0.00,  0.20472,  0.00,  0.896, -0.21069
861, 93, -0.7876, -0.11237,  0.13696,  1.00, -1.00,  0.00,  0.07874,  0.00,  0.9585,  0.00
862, 108, -0.78369, -0.19275,  0.17468,  1.00, -0.99213,  0.00,  0.09449,  0.00,  0.9375, -0.21069
863, 91, -0.78369, -0.13306,  0.17468,  1.00, -0.99213,  0.00,  0.12598,  0.00,  0.9375,  0.00
