VTX, IDX, _input0.x, _input0.y, _input0.z, _input1.x, _input1.y, _input1.z, _input2.x, _input2.y, _input3.x, _input3.y
3118, 728, -2.82919,  0.68674, -0.18385, -0.26319,  0.64815, -0.02518,  0.25968,  0.38523,  0.25968,  0.38523
3119, 729, -2.47947,  0.81333, -0.15649, -0.21534,  0.66571, -0.02144,  0.27686,  0.43775,  0.27686,  0.43775
3120, 729, -2.47947,  0.81333, -0.15649, -0.21534,  0.66571, -0.02144,  0.27686,  0.43775,  0.27686,  0.43775
3121, 730, -2.06277,  0.72617, -0.54751, -0.07658,  0.53495, -0.44493,  0.3412,  0.4716,  0.3412,  0.4716
3122, 682, -2.40358,  0.63671, -0.59399, -0.11432,  0.55513, -0.4108,  0.3207,  0.42,  0.3207,  0.42
3123, 730, -2.06277,  0.72617, -0.54751, -0.07658,  0.53495, -0.44493,  0.3412,  0.4716,  0.3412,  0.4716
3124, 729, -2.47947,  0.81333, -0.15649, -0.21534,  0.66571, -0.02144,  0.27686,  0.43775,  0.27686,  0.43775
3125, 731, -2.16233,  0.91865, -0.13162, -0.22183,  0.66356, -0.02195,  0.29448,  0.49018,  0.29448,  0.49018
3126, 677, -1.92799,  0.32922, -0.87524,  0.03095,  0.41968, -0.55938,  0.3956,  0.4455,  0.3956,  0.4455
3127, 682, -2.40358,  0.63671, -0.59399, -0.11432,  0.55513, -0.4108,  0.3207,  0.42,  0.3207,  0.42
3128, 730, -2.06277,  0.72617, -0.54751, -0.07658,  0.53495, -0.44493,  0.3412,  0.4716,  0.3412,  0.4716
3129, 732, -1.93722,  0.99558, -0.11398, -0.17151,  0.67842, -0.01799,  0.31546,  0.53499,  0.31546,  0.53499
3130, 730, -2.06277,  0.72617, -0.54751, -0.07658,  0.53495, -0.44493,  0.3412,  0.4716,  0.3412,  0.4716
3131, 731, -2.16233,  0.91865, -0.13162, -0.22183,  0.66356, -0.02195,  0.29448,  0.49018,  0.29448,  0.49018
3132, 730, -2.06277,  0.72617, -0.54751, -0.07658,  0.53495, -0.44493,  0.3412,  0.4716,  0.3412,  0.4716
3133, 733, -1.59261,  0.4074, -0.79333, -0.00979,  0.40618, -0.57002,  0.4175,  0.4894,  0.4175,  0.4894
3134, 677, -1.92799,  0.32922, -0.87524,  0.03095,  0.41968, -0.55938,  0.3956,  0.4455,  0.3956,  0.4455
3135, 675, -1.47141, -0.03775, -1.07519,  0.01631,  0.3073, -0.62873,  0.4743,  0.4639,  0.4743,  0.4639
3136, 677, -1.92799,  0.32922, -0.87524,  0.03095,  0.41968, -0.55938,  0.3956,  0.4455,  0.3956,  0.4455
3137, 733, -1.59261,  0.4074, -0.79333, -0.00979,  0.40618, -0.57002,  0.4175,  0.4894,  0.4175,  0.4894
3138, 730, -2.06277,  0.72617, -0.54751, -0.07658,  0.53495, -0.44493,  0.3412,  0.4716,  0.3412,  0.4716
3139, 732, -1.93722,  0.99558, -0.11398, -0.17151,  0.67842, -0.01799,  0.31546,  0.53499,  0.31546,  0.53499
3140, 734, -1.79392,  0.80086, -0.49341, -0.04932,  0.52651, -0.45864,  0.3618,  0.5137,  0.3618,  0.5137
3141, 733, -1.59261,  0.4074, -0.79333, -0.00979,  0.40618, -0.57002,  0.4175,  0.4894,  0.4175,  0.4894
3142, 730, -2.06277,  0.72617, -0.54751, -0.07658,  0.53495, -0.44493,  0.3412,  0.4716,  0.3412,  0.4716
3143, 734, -1.79392,  0.80086, -0.49341, -0.04932,  0.52651, -0.45864,  0.3618,  0.5137,  0.3618,  0.5137
3144, 735, -1.7254,  1.03234,  0.07445, -0.1508,  0.68069,  0.06263,  0.33608,  0.57989,  0.33608,  0.57989
3145, 734, -1.79392,  0.80086, -0.49341, -0.04932,  0.52651, -0.45864,  0.3618,  0.5137,  0.3618,  0.5137
3146, 732, -1.93722,  0.99558, -0.11398, -0.17151,  0.67842, -0.01799,  0.31546,  0.53499,  0.31546,  0.53499
3147, 734, -1.79392,  0.80086, -0.49341, -0.04932,  0.52651, -0.45864,  0.3618,  0.5137,  0.3618,  0.5137
3148, 735, -1.7254,  1.03234,  0.07445, -0.1508,  0.68069,  0.06263,  0.33608,  0.57989,  0.33608,  0.57989
3149, 736, -1.48427,  0.89014, -0.31968, -0.09886,  0.55739, -0.41176,  0.3823,  0.5558,  0.3823,  0.5558
3150, 736, -1.48427,  0.89014, -0.31968, -0.09886,  0.55739, -0.41176,  0.3823,  0.5558,  0.3823,  0.5558
3151, 733, -1.59261,  0.4074, -0.79333, -0.00979,  0.40618, -0.57002,  0.4175,  0.4894,  0.4175,  0.4894
3152, 734, -1.79392,  0.80086, -0.49341, -0.04932,  0.52651, -0.45864,  0.3618,  0.5137,  0.3618,  0.5137
3153, 737, -1.50755,  1.09011,  0.08293, -0.32858,  0.61572,  0.05402,  0.33925,  0.60,  0.33925,  0.60
3154, 736, -1.48427,  0.89014, -0.31968, -0.09886,  0.55739, -0.41176,  0.3823,  0.5558,  0.3823,  0.5558
3155, 735, -1.7254,  1.03234,  0.07445, -0.1508,  0.68069,  0.06263,  0.33608,  0.57989,  0.33608,  0.57989
3156, 738, -1.27516,  0.55094, -0.69315, -0.12014,  0.46203, -0.51195,  0.4393,  0.5333,  0.4393,  0.5333
3157, 675, -1.47141, -0.03775, -1.07519,  0.01631,  0.3073, -0.62873,  0.4743,  0.4639,  0.4743,  0.4639
3158, 733, -1.59261,  0.4074, -0.79333, -0.00979,  0.40618, -0.57002,  0.4175,  0.4894,  0.4175,  0.4894
3159, 733, -1.59261,  0.4074, -0.79333, -0.00979,  0.40618, -0.57002,  0.4175,  0.4894,  0.4175,  0.4894
3160, 736, -1.48427,  0.89014, -0.31968, -0.09886,  0.55739, -0.41176,  0.3823,  0.5558,  0.3823,  0.5558
3161, 738, -1.27516,  0.55094, -0.69315, -0.12014,  0.46203, -0.51195,  0.4393,  0.5333,  0.4393,  0.5333
3162, 675, -1.47141, -0.03775, -1.07519,  0.01631,  0.3073, -0.62873,  0.4743,  0.4639,  0.4743,  0.4639
3163, 738, -1.27516,  0.55094, -0.69315, -0.12014,  0.46203, -0.51195,  0.4393,  0.5333,  0.4393,  0.5333
3164, 681, -1.15823,  0.12402, -1.04359, -0.18205,  0.35406, -0.57576,  0.4978,  0.5089,  0.4978,  0.5089
3165, 736, -1.48427,  0.89014, -0.31968, -0.09886,  0.55739, -0.41176,  0.3823,  0.5558,  0.3823,  0.5558
3166, 737, -1.50755,  1.09011,  0.08293, -0.32858,  0.61572,  0.05402,  0.33925,  0.60,  0.33925,  0.60
3167, 739, -0.91767,  1.09827, -0.17335, -0.03725,  0.4414, -0.54201,  0.3825,  0.6584,  0.3825,  0.6584
3168, 740, -1.4949,  1.2169,  0.09515, -0.66861, -0.20528, -0.02869,  0.33134,  0.63116,  0.33134,  0.63116
3169, 739, -0.91767,  1.09827, -0.17335, -0.03725,  0.4414, -0.54201,  0.3825,  0.6584,  0.3825,  0.6584
3170, 737, -1.50755,  1.09011,  0.08293, -0.32858,  0.61572,  0.05402,  0.33925,  0.60,  0.33925,  0.60
3171, 736, -1.48427,  0.89014, -0.31968, -0.09886,  0.55739, -0.41176,  0.3823,  0.5558,  0.3823,  0.5558
3172, 739, -0.91767,  1.09827, -0.17335, -0.03725,  0.4414, -0.54201,  0.3825,  0.6584,  0.3825,  0.6584
3173, 741, -0.75542,  0.89197, -0.43345, -0.09146,  0.54015, -0.43575,  0.4293,  0.6393,  0.4293,  0.6393
3174, 741, -0.75542,  0.89197, -0.43345, -0.09146,  0.54015, -0.43575,  0.4293,  0.6393,  0.4293,  0.6393
3175, 738, -1.27516,  0.55094, -0.69315, -0.12014,  0.46203, -0.51195,  0.4393,  0.5333,  0.4393,  0.5333
3176, 736, -1.48427,  0.89014, -0.31968, -0.09886,  0.55739, -0.41176,  0.3823,  0.5558,  0.3823,  0.5558
3177, 739, -0.91767,  1.09827, -0.17335, -0.03725,  0.4414, -0.54201,  0.3825,  0.6584,  0.3825,  0.6584
3178, 742, -0.00478,  1.10441, -0.36744, -0.04307,  0.57447, -0.39765,  0.4963,  0.7268,  0.4963,  0.7268
3179, 741, -0.75542,  0.89197, -0.43345, -0.09146,  0.54015, -0.43575,  0.4293,  0.6393,  0.4293,  0.6393
3180, 743, -0.69702,  0.6449, -0.80559, -0.1312,  0.51046, -0.46067,  0.4844,  0.6139,  0.4844,  0.6139
3181, 681, -1.15823,  0.12402, -1.04359, -0.18205,  0.35406, -0.57576,  0.4978,  0.5089,  0.4978,  0.5089
3182, 738, -1.27516,  0.55094, -0.69315, -0.12014,  0.46203, -0.51195,  0.4393,  0.5333,  0.4393,  0.5333
3183, 738, -1.27516,  0.55094, -0.69315, -0.12014,  0.46203, -0.51195,  0.4393,  0.5333,  0.4393,  0.5333
3184, 741, -0.75542,  0.89197, -0.43345, -0.09146,  0.54015, -0.43575,  0.4293,  0.6393,  0.4293,  0.6393
3185, 743, -0.69702,  0.6449, -0.80559, -0.1312,  0.51046, -0.46067,  0.4844,  0.6139,  0.4844,  0.6139
3186, 681, -1.15823,  0.12402, -1.04359, -0.18205,  0.35406, -0.57576,  0.4978,  0.5089,  0.4978,  0.5089
3187, 743, -0.69702,  0.6449, -0.80559, -0.1312,  0.51046, -0.46067,  0.4844,  0.6139,  0.4844,  0.6139
3188, 594, -0.612,  0.24492, -1.21122, -0.09957,  0.38868, -0.5736,  0.5408,  0.5847,  0.5408,  0.5847
3189, 741, -0.75542,  0.89197, -0.43345, -0.09146,  0.54015, -0.43575,  0.4293,  0.6393,  0.4293,  0.6393
3190, 744, -0.09819,  0.68844, -0.8316, -0.01787,  0.47215, -0.51649,  0.5469,  0.6942,  0.5469,  0.6942
3191, 743, -0.69702,  0.6449, -0.80559, -0.1312,  0.51046, -0.46067,  0.4844,  0.6139,  0.4844,  0.6139
3192, 744, -0.09819,  0.68844, -0.8316, -0.01787,  0.47215, -0.51649,  0.5469,  0.6942,  0.5469,  0.6942
3193, 741, -0.75542,  0.89197, -0.43345, -0.09146,  0.54015, -0.43575,  0.4293,  0.6393,  0.4293,  0.6393
3194, 742, -0.00478,  1.10441, -0.36744, -0.04307,  0.57447, -0.39765,  0.4963,  0.7268,  0.4963,  0.7268
3195, 743, -0.69702,  0.6449, -0.80559, -0.1312,  0.51046, -0.46067,  0.4844,  0.6139,  0.4844,  0.6139
3196, 745, -0.09592,  0.32014, -1.11922,  0.05964,  0.33652, -0.6109,  0.5951,  0.6614,  0.5951,  0.6614
3197, 594, -0.612,  0.24492, -1.21122, -0.09957,  0.38868, -0.5736,  0.5408,  0.5847,  0.5408,  0.5847
3198, 745, -0.09592,  0.32014, -1.11922,  0.05964,  0.33652, -0.6109,  0.5951,  0.6614,  0.5951,  0.6614
3199, 743, -0.69702,  0.6449, -0.80559, -0.1312,  0.51046, -0.46067,  0.4844,  0.6139,  0.4844,  0.6139
3200, 744, -0.09819,  0.68844, -0.8316, -0.01787,  0.47215, -0.51649,  0.5469,  0.6942,  0.5469,  0.6942
3201, 579,  0.01778, -0.00308, -1.2017,  0.17423,  0.13645, -0.6641,  0.6336,  0.6335,  0.6336,  0.6335
3202, 594, -0.612,  0.24492, -1.21122, -0.09957,  0.38868, -0.5736,  0.5408,  0.5847,  0.5408,  0.5847
3203, 745, -0.09592,  0.32014, -1.11922,  0.05964,  0.33652, -0.6109,  0.5951,  0.6614,  0.5951,  0.6614
3204, 579,  0.01778, -0.00308, -1.2017,  0.17423,  0.13645, -0.6641,  0.6336,  0.6335,  0.6336,  0.6335
3205, 745, -0.09592,  0.32014, -1.11922,  0.05964,  0.33652, -0.6109,  0.5951,  0.6614,  0.5951,  0.6614
3206, 572,  0.40918,  0.30456, -1.00593,  0.0243,  0.19187, -0.67275,  0.6338,  0.7132,  0.6338,  0.7132
3207, 744, -0.09819,  0.68844, -0.8316, -0.01787,  0.47215, -0.51649,  0.5469,  0.6942,  0.5469,  0.6942
3208, 572,  0.40918,  0.30456, -1.00593,  0.0243,  0.19187, -0.67275,  0.6338,  0.7132,  0.6338,  0.7132
3209, 745, -0.09592,  0.32014, -1.11922,  0.05964,  0.33652, -0.6109,  0.5951,  0.6614,  0.5951,  0.6614
3210, 572,  0.40918,  0.30456, -1.00593,  0.0243,  0.19187, -0.67275,  0.6338,  0.7132,  0.6338,  0.7132
3211, 744, -0.09819,  0.68844, -0.8316, -0.01787,  0.47215, -0.51649,  0.5469,  0.6942,  0.5469,  0.6942
3212, 746,  0.39272,  0.6791, -0.82255, -0.07444,  0.42332, -0.5525,  0.5882,  0.747,  0.5882,  0.747
3213, 742, -0.00478,  1.10441, -0.36744, -0.04307,  0.57447, -0.39765,  0.4963,  0.7268,  0.4963,  0.7268
3214, 746,  0.39272,  0.6791, -0.82255, -0.07444,  0.42332, -0.5525,  0.5882,  0.747,  0.5882,  0.747
3215, 744, -0.09819,  0.68844, -0.8316, -0.01787,  0.47215, -0.51649,  0.5469,  0.6942,  0.5469,  0.6942
3216, 572,  0.40918,  0.30456, -1.00593,  0.0243,  0.19187, -0.67275,  0.6338,  0.7132,  0.6338,  0.7132
3217, 746,  0.39272,  0.6791, -0.82255, -0.07444,  0.42332, -0.5525,  0.5882,  0.747,  0.5882,  0.747
3218, 573,  0.76717,  0.58, -1.01412, -0.16528,  0.31089, -0.605,  0.6135,  0.7999,  0.6135,  0.7999
3219, 746,  0.39272,  0.6791, -0.82255, -0.07444,  0.42332, -0.5525,  0.5882,  0.747,  0.5882,  0.747
3220, 747,  0.93728,  1.00938, -0.61421, -0.02486,  0.60583, -0.34979,  0.5929,  0.8342,  0.5929,  0.8342
3221, 573,  0.76717,  0.58, -1.01412, -0.16528,  0.31089, -0.605,  0.6135,  0.7999,  0.6135,  0.7999
3222, 747,  0.93728,  1.00938, -0.61421, -0.02486,  0.60583, -0.34979,  0.5929,  0.8342,  0.5929,  0.8342
3223, 746,  0.39272,  0.6791, -0.82255, -0.07444,  0.42332, -0.5525,  0.5882,  0.747,  0.5882,  0.747
3224, 748,  0.49257,  1.12277, -0.39398, -0.0068,  0.60226, -0.3567,  0.5471,  0.783,  0.5471,  0.783
3225, 746,  0.39272,  0.6791, -0.82255, -0.07444,  0.42332, -0.5525,  0.5882,  0.747,  0.5882,  0.747
3226, 742, -0.00478,  1.10441, -0.36744, -0.04307,  0.57447, -0.39765,  0.4963,  0.7268,  0.4963,  0.7268
3227, 748,  0.49257,  1.12277, -0.39398, -0.0068,  0.60226, -0.3567,  0.5471,  0.783,  0.5471,  0.783
3228, 748,  0.49257,  1.12277, -0.39398, -0.0068,  0.60226, -0.3567,  0.5471,  0.783,  0.5471,  0.783
3229, 749,  0.9782,  1.17841,  2.63322E-06,  0.11737,  0.69009,  2.26975E-08,  0.56509,  0.86834,  0.56509,  0.86834
3230, 747,  0.93728,  1.00938, -0.61421, -0.02486,  0.60583, -0.34979,  0.5929,  0.8342,  0.5929,  0.8342
3231, 749,  0.9782,  1.17841,  2.63322E-06,  0.11737,  0.69009,  2.26975E-08,  0.56509,  0.86834,  0.56509,  0.86834
3232, 748,  0.49257,  1.12277, -0.39398, -0.0068,  0.60226, -0.3567,  0.5471,  0.783,  0.5471,  0.783
3233, 750,  0.64074,  1.26163,  2.62847E-06,  0.10562,  0.69199,  2.25029E-08,  0.52481,  0.82329,  0.52481,  0.82329
3234, 748,  0.49257,  1.12277, -0.39398, -0.0068,  0.60226, -0.3567,  0.5471,  0.783,  0.5471,  0.783
3235, 751,  0.36968,  1.26744,  2.62287E-06,  0.02973,  0.69937,  2.11036E-08,  0.48604,  0.78622,  0.48604,  0.78622
3236, 750,  0.64074,  1.26163,  2.62847E-06,  0.10562,  0.69199,  2.25029E-08,  0.52481,  0.82329,  0.52481,  0.82329
3237, 748,  0.49257,  1.12277, -0.39398, -0.0068,  0.60226, -0.3567,  0.5471,  0.783,  0.5471,  0.783
3238, 752,  0.18345,  1.27803,  2.61921E-06,  0.02031,  0.69971,  2.09127E-08,  0.47631,  0.7754,  0.47631,  0.7754
3239, 751,  0.36968,  1.26744,  2.62287E-06,  0.02973,  0.69937,  2.11036E-08,  0.48604,  0.78622,  0.48604,  0.78622
3240, 752,  0.18345,  1.27803,  2.61921E-06,  0.02031,  0.69971,  2.09127E-08,  0.47631,  0.7754,  0.47631,  0.7754
3241, 748,  0.49257,  1.12277, -0.39398, -0.0068,  0.60226, -0.3567,  0.5471,  0.783,  0.5471,  0.783
3242, 742, -0.00478,  1.10441, -0.36744, -0.04307,  0.57447, -0.39765,  0.4963,  0.7268,  0.4963,  0.7268
3243, 752,  0.18345,  1.27803,  2.61921E-06,  0.02031,  0.69971,  2.09127E-08,  0.47631,  0.7754,  0.47631,  0.7754
3244, 742, -0.00478,  1.10441, -0.36744, -0.04307,  0.57447, -0.39765,  0.4963,  0.7268,  0.4963,  0.7268
3245, 753,  0.01648,  1.29297,  2.61610E-06,  0.00541,  0.69998,  2.06037E-08,  0.4397,  0.73577,  0.4397,  0.73577
3246, 742, -0.00478,  1.10441, -0.36744, -0.04307,  0.57447, -0.39765,  0.4963,  0.7268,  0.4963,  0.7268
3247, 754, -0.32766,  1.26032,  0.1153,  0.04576,  0.69531,  0.06672,  0.41391,  0.71569,  0.41391,  0.71569
3248, 753,  0.01648,  1.29297,  2.61610E-06,  0.00541,  0.69998,  2.06037E-08,  0.4397,  0.73577,  0.4397,  0.73577
3249, 754, -0.32766,  1.26032,  0.1153,  0.04576,  0.69531,  0.06672,  0.41391,  0.71569,  0.41391,  0.71569
3250, 742, -0.00478,  1.10441, -0.36744, -0.04307,  0.57447, -0.39765,  0.4963,  0.7268,  0.4963,  0.7268
3251, 739, -0.91767,  1.09827, -0.17335, -0.03725,  0.4414, -0.54201,  0.3825,  0.6584,  0.3825,  0.6584
3252, 739, -0.91767,  1.09827, -0.17335, -0.03725,  0.4414, -0.54201,  0.3825,  0.6584,  0.3825,  0.6584
3253, 755, -0.42039,  1.36763,  0.12423,  0.5249,  0.46031,  0.05096,  0.38718,  0.7185,  0.38718,  0.7185
3254, 754, -0.32766,  1.26032,  0.1153,  0.04576,  0.69531,  0.06672,  0.41391,  0.71569,  0.41391,  0.71569
3255, 739, -0.91767,  1.09827, -0.17335, -0.03725,  0.4414, -0.54201,  0.3825,  0.6584,  0.3825,  0.6584
3256, 756, -0.58253,  1.54548,  0.13891,  0.4743,  0.51186,  0.05516,  0.34828,  0.72106,  0.34828,  0.72106
3257, 755, -0.42039,  1.36763,  0.12423,  0.5249,  0.46031,  0.05096,  0.38718,  0.7185,  0.38718,  0.7185
3258, 739, -0.91767,  1.09827, -0.17335, -0.03725,  0.4414, -0.54201,  0.3825,  0.6584,  0.3825,  0.6584
3259, 757, -1.02002,  1.88941,  0.1656,  0.31349,  0.62265,  0.06349,  0.32768,  0.72414,  0.32768,  0.72414
3260, 756, -0.58253,  1.54548,  0.13891,  0.4743,  0.51186,  0.05516,  0.34828,  0.72106,  0.34828,  0.72106
3261, 757, -1.02002,  1.88941,  0.1656,  0.31349,  0.62265,  0.06349,  0.32768,  0.72414,  0.32768,  0.72414
3262, 739, -0.91767,  1.09827, -0.17335, -0.03725,  0.4414, -0.54201,  0.3825,  0.6584,  0.3825,  0.6584
3263, 758, -1.49232,  1.718, -0.01147, -0.14257,  0.1458, -0.66964,  0.3163,  0.6913,  0.3163,  0.6913
3264, 757, -1.02002,  1.88941,  0.1656,  0.31349,  0.62265,  0.06349,  0.32768,  0.72414,  0.32768,  0.72414
3265, 758, -1.49232,  1.718, -0.01147, -0.14257,  0.1458, -0.66964,  0.3163,  0.6913,  0.3163,  0.6913
3266, 759, -1.43667,  1.96803,  0.16735,  0.0468,  0.69524,  0.06673,  0.29369,  0.71845,  0.29369,  0.71845
3267, 740, -1.4949,  1.2169,  0.09515, -0.66861, -0.20528, -0.02869,  0.33134,  0.63116,  0.33134,  0.63116
3268, 758, -1.49232,  1.718, -0.01147, -0.14257,  0.1458, -0.66964,  0.3163,  0.6913,  0.3163,  0.6913
3269, 739, -0.91767,  1.09827, -0.17335, -0.03725,  0.4414, -0.54201,  0.3825,  0.6584,  0.3825,  0.6584
3270, 759, -1.43667,  1.96803,  0.16735,  0.0468,  0.69524,  0.06673,  0.29369,  0.71845,  0.29369,  0.71845
3271, 758, -1.49232,  1.718, -0.01147, -0.14257,  0.1458, -0.66964,  0.3163,  0.6913,  0.3163,  0.6913
3272, 760, -1.88804,  1.93594,  0.15811, -0.62265,  0.31912,  0.02179,  0.25862,  0.69853,  0.25862,  0.69853
3273, 758, -1.49232,  1.718, -0.01147, -0.14257,  0.1458, -0.66964,  0.3163,  0.6913,  0.3163,  0.6913
3274, 740, -1.4949,  1.2169,  0.09515, -0.66861, -0.20528, -0.02869,  0.33134,  0.63116,  0.33134,  0.63116
3275, 761, -1.62564,  1.5221,  0.12237, -0.63141, -0.2999, -0.03717,  0.31722,  0.64431,  0.31722,  0.64431
3276, 760, -1.88804,  1.93594,  0.15811, -0.62265,  0.31912,  0.02179,  0.25862,  0.69853,  0.25862,  0.69853
3277, 758, -1.49232,  1.718, -0.01147, -0.14257,  0.1458, -0.66964,  0.3163,  0.6913,  0.3163,  0.6913
3278, 762, -1.73777,  1.71741,  0.1394, -0.58786, -0.37748, -0.04395,  0.29476,  0.66853,  0.29476,  0.66853
3279, 762, -1.73777,  1.71741,  0.1394, -0.58786, -0.37748, -0.04395,  0.29476,  0.66853,  0.29476,  0.66853
3280, 758, -1.49232,  1.718, -0.01147, -0.14257,  0.1458, -0.66964,  0.3163,  0.6913,  0.3163,  0.6913
3281, 761, -1.62564,  1.5221,  0.12237, -0.63141, -0.2999, -0.03717,  0.31722,  0.64431,  0.31722,  0.64431
3282, 763, -3.64766, -0.75188, -0.53755, -0.2242, -0.66112, -0.05155,  0.1912,  0.3442,  0.1912,  0.3442
3283, 764, -3.80404, -0.79287, -0.89102,  0.00227, -0.37787, -0.58924,  0.0555,  0.3531,  0.0555,  0.3531
3284, 765, -3.43124, -0.68325, -0.94072, -0.35155, -0.26934, -0.5421,  0.1319,  0.2216,  0.1319,  0.2216
3285, 764, -3.80404, -0.79287, -0.89102,  0.00227, -0.37787, -0.58924,  0.0555,  0.3531,  0.0555,  0.3531
3286, 763, -3.64766, -0.75188, -0.53755, -0.2242, -0.66112, -0.05155,  0.1912,  0.3442,  0.1912,  0.3442
3287, 766, -3.84907, -0.8069, -0.69465,  0.10465, -0.66246,  0.2005,  0.1314,  0.3841,  0.1314,  0.3841
3288, 766, -3.84907, -0.8069, -0.69465,  0.10465, -0.66246,  0.2005,  0.1314,  0.3841,  0.1314,  0.3841
3289, 767, -3.98887, -0.88382, -0.82529, -0.20279, -0.53167, -0.40768,  0.0266,  0.4536,  0.0266,  0.4536
3290, 764, -3.80404, -0.79287, -0.89102,  0.00227, -0.37787, -0.58924,  0.0555,  0.3531,  0.0555,  0.3531
3291, 763, -3.64766, -0.75188, -0.53755, -0.2242, -0.66112, -0.05155,  0.1912,  0.3442,  0.1912,  0.3442
3292, 768, -3.90736, -0.6587, -0.43653, -0.46034, -0.48149, -0.21507,  0.2329,  0.4251,  0.2329,  0.4251
3293, 766, -3.84907, -0.8069, -0.69465,  0.10465, -0.66246,  0.2005,  0.1314,  0.3841,  0.1314,  0.3841
3294, 767, -3.98887, -0.88382, -0.82529, -0.20279, -0.53167, -0.40768,  0.0266,  0.4536,  0.0266,  0.4536
3295, 766, -3.84907, -0.8069, -0.69465,  0.10465, -0.66246,  0.2005,  0.1314,  0.3841,  0.1314,  0.3841
3296, 769, -4.08943, -0.86844, -0.72663, -0.62457, -0.27112,  0.16251,  0.0448,  0.4804,  0.0448,  0.4804
3297, 768, -3.90736, -0.6587, -0.43653, -0.46034, -0.48149, -0.21507,  0.2329,  0.4251,  0.2329,  0.4251
3298, 770, -3.9557, -0.77121, -0.65859, -0.49538,  0.00925,  0.49448,  0.1603,  0.4413,  0.1603,  0.4413
3299, 766, -3.84907, -0.8069, -0.69465,  0.10465, -0.66246,  0.2005,  0.1314,  0.3841,  0.1314,  0.3841
3300, 766, -3.84907, -0.8069, -0.69465,  0.10465, -0.66246,  0.2005,  0.1314,  0.3841,  0.1314,  0.3841
3301, 770, -3.9557, -0.77121, -0.65859, -0.49538,  0.00925,  0.49448,  0.1603,  0.4413,  0.1603,  0.4413
3302, 769, -4.08943, -0.86844, -0.72663, -0.62457, -0.27112,  0.16251,  0.0448,  0.4804,  0.0448,  0.4804
3303, 771, -3.71169, -0.55826, -0.82053, -0.38874,  0.20505, -0.54483,  0.8411,  0.1846,  0.8411,  0.1846
3304, 772, -3.9557, -0.77121, -0.65859, -0.49538,  0.00925,  0.49448,  0.9633,  0.262,  0.9633,  0.262
3305, 773, -3.90736, -0.6587, -0.43653, -0.46034, -0.48149, -0.21507,  0.9761,  0.1787,  0.9761,  0.1787
3306, 772, -3.9557, -0.77121, -0.65859, -0.49538,  0.00925,  0.49448,  0.9633,  0.262,  0.9633,  0.262
3307, 771, -3.71169, -0.55826, -0.82053, -0.38874,  0.20505, -0.54483,  0.8411,  0.1846,  0.8411,  0.1846
3308, 774, -3.93414, -0.70824, -0.81929, -0.43604,  0.44092, -0.32474,  0.8826,  0.2663,  0.8826,  0.2663
3309, 774, -3.93414, -0.70824, -0.81929, -0.43604,  0.44092, -0.32474,  0.8826,  0.2663,  0.8826,  0.2663
3310, 775, -4.08943, -0.86844, -0.72663, -0.62457, -0.27112,  0.16251,  0.9413,  0.3989,  0.9413,  0.3989
3311, 772, -3.9557, -0.77121, -0.65859, -0.49538,  0.00925,  0.49448,  0.9633,  0.262,  0.9633,  0.262
3312, 775, -4.08943, -0.86844, -0.72663, -0.62457, -0.27112,  0.16251,  0.9413,  0.3989,  0.9413,  0.3989
3313, 774, -3.93414, -0.70824, -0.81929, -0.43604,  0.44092, -0.32474,  0.8826,  0.2663,  0.8826,  0.2663
3314, 776, -3.98887, -0.88382, -0.82529, -0.20279, -0.53167, -0.40768,  0.904,  0.4062,  0.904,  0.4062
3315, 774, -3.93414, -0.70824, -0.81929, -0.43604,  0.44092, -0.32474,  0.8826,  0.2663,  0.8826,  0.2663
3316, 777, -3.80404, -0.79287, -0.89102,  0.00227, -0.37787, -0.58924,  0.8146,  0.3274,  0.8146,  0.3274
3317, 776, -3.98887, -0.88382, -0.82529, -0.20279, -0.53167, -0.40768,  0.904,  0.4062,  0.904,  0.4062
3318, 771, -3.71169, -0.55826, -0.82053, -0.38874,  0.20505, -0.54483,  0.8411,  0.1846,  0.8411,  0.1846
3319, 777, -3.80404, -0.79287, -0.89102,  0.00227, -0.37787, -0.58924,  0.8146,  0.3274,  0.8146,  0.3274
3320, 774, -3.93414, -0.70824, -0.81929, -0.43604,  0.44092, -0.32474,  0.8826,  0.2663,  0.8826,  0.2663
3321, 778, -3.43124, -0.68325, -0.94072, -0.35155, -0.26934, -0.5421,  0.7096,  0.1906,  0.7096,  0.1906
3322, 777, -3.80404, -0.79287, -0.89102,  0.00227, -0.37787, -0.58924,  0.8146,  0.3274,  0.8146,  0.3274
3323, 771, -3.71169, -0.55826, -0.82053, -0.38874,  0.20505, -0.54483,  0.8411,  0.1846,  0.8411,  0.1846
3324, 779,  1.75379,  0.3185, -1.75893, -0.6598, -0.10267, -0.21005,  0.83492,  0.8729,  0.83492,  0.8729
3325, 780,  1.84169,  0.65179, -2.13167, -0.53473,  0.36184, -0.27043,  0.82552,  0.85708,  0.82552,  0.85708
3326, 781,  1.77959,  0.30021, -2.17492, -0.60311, -0.0861, -0.34474,  0.84124,  0.85062,  0.84124,  0.85062
3327, 780,  1.84169,  0.65179, -2.13167, -0.53473,  0.36184, -0.27043,  0.82552,  0.85708,  0.82552,  0.85708
3328, 779,  1.75379,  0.3185, -1.75893, -0.6598, -0.10267, -0.21005,  0.83492,  0.8729,  0.83492,  0.8729
